chart_name,date,rank,title,artist
hot-100,1959-02-16,22,With The Wind And The Rain In Your Hair,Pat Boone
hot-100,1959-02-16,23,The Lonely One,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-02-16,24,The Little Space Girl,Jesse Lee Turner
hot-100,1959-02-16,25,I've Had It,The Bell Notes
hot-100,1959-02-16,26,Lucky Ladybug,Billy & Lillie
hot-100,1959-02-16,27,The Diary,Neil Sedaka
hot-100,1959-02-16,28,I Got A Wife,The Mark IV
hot-100,1959-02-16,29,She Say (Oom Dooby Doom),The Diamonds
hot-100,1959-02-16,30,Nobody But You,Dee Clark
hot-100,1959-02-16,31,I'm A Man,Fabian
hot-100,1959-02-16,32,Don't Take Your Guns To Town,Johnny Cash
hot-100,1959-02-16,33,There Must Be A Way,Joni James
hot-100,1959-02-16,34,La Bamba,Ritchie Valens
hot-100,1959-02-16,35,The Story Of My Love,Conway Twitty
hot-100,1959-02-16,36,It's Just A Matter Of Time,Brook Benton
hot-100,1959-02-16,37,Whole Lotta Loving,Fats Domino
hot-100,1959-02-16,38,Tragedy,Thomas Wayne With the Delons
hot-100,1959-02-16,39,Nola,Billy Williams
hot-100,1959-02-16,40,The Chipmunk Song,The Chipmunks With David Seville
hot-100,1959-02-16,41,Red River Rose,The Ames Brothers
hot-100,1959-02-16,42,Pretty Girls Everywhere,Eugene Church and The Fellows
hot-100,1959-02-16,43,"To Know Him, Is To Love Him",The Teddy Bears
hot-100,1959-02-16,44,Love You Most Of All,Sam Cooke
hot-100,1959-02-16,45,Plain Jane,Bobby Darin
hot-100,1959-02-16,46,Don't Pity Me,Dion & The Belmonts
hot-100,1959-02-16,47,It's Only The Beginning,The Kalin Twins
hot-100,1959-02-16,48,Trust In Me,Patti Page
hot-100,1959-02-16,49,(I'll Be With You In) Apple Blossom Time,Tab Hunter
hot-100,1959-02-16,50,Blue Hawaii,Billy Vaughn And His Orchestra
hot-100,1959-02-16,51,Bimbombey,Jimmie Rodgers
hot-100,1959-02-16,52,Lovers Never Say Goodbye,The Flamingos
hot-100,1959-02-16,53,Venus,Frankie Avalon
hot-100,1959-02-16,54,First Anniversary,Cathy Carr
hot-100,1959-02-16,55,Good Rockin' Tonight,Pat Boone
hot-100,1959-02-16,56,Teasin',Quaker City Boys
hot-100,1959-02-16,57,Who Cares,Don Gibson
hot-100,1959-02-16,58,The Girl On Page 44,The Four Lads
hot-100,1959-02-16,59,Try Me,James Brown And The Famous Flames
hot-100,1959-02-16,60,Lonesome Town,Ricky Nelson
hot-100,1959-02-16,61,One Night,Elvis Presley
hot-100,1959-02-16,62,Ambrose (Part Five),Linda Laurie
hot-100,1959-02-16,63,Let's Love,Johnny Mathis
hot-100,1959-02-16,64,Raw-Hide,Link Wray And The Wraymen
hot-100,1959-02-16,65,Anthony Boy,Chuck Berry
hot-100,1959-02-16,66,Evening Rain,Earl Grant
hot-100,1959-02-16,67,Matilda,Cookie And His Cupcakes
hot-100,1959-02-16,68,"Alright, Okay, You Win",Peggy Lee
hot-100,1959-02-16,69,Gazachstahagen,The Wild-Cats
hot-100,1959-02-16,70,Alvin's Harmonica,David Seville And The Chipmunks
hot-100,1959-02-16,71,Wicked Ruby,Danny Zella and his Zell Rocks
hot-100,1959-02-16,72,"Wiggle, Wiggle",The Accents
hot-100,1959-02-16,73,Please Mr. Sun,Tommy Edwards
hot-100,1959-02-16,74,Teardrops Will Fall,Dicky Doo And The Don'ts
hot-100,1959-02-16,75,Are You Lonesome Tonight,Jaye P. Morgan
hot-100,1959-02-16,76,When The Saints Go Marching In,Fats Domino
hot-100,1959-02-16,77,Problems,The Everly Brothers
hot-100,1959-02-16,78,Rocka-Conga,The Applejacks
hot-100,1959-02-16,79,The Shag (Is Totally Cool),Billy Graves
hot-100,1959-02-16,80,The Wedding,June Valli
hot-100,1959-02-16,81,Telling Lies,Fats Domino
hot-100,1959-02-16,82,Give Me Your Love,Nat King Cole
hot-100,1959-02-16,83,The Little Drummer Boy,The Harry Simeone Chorale
hot-100,1959-02-16,84,"Raspberries, Strawberries",The Kingston Trio
hot-100,1959-02-16,85,Jupiter-C,Pat and the Satellites
hot-100,1959-02-16,86,Tom Dooley,The Kingston Trio
hot-100,1959-02-16,87,Miss You,Jaye P. Morgan
hot-100,1959-02-16,88,Nola,The Morgan Brothers
hot-100,1959-02-16,89,The Worryin' Kind,Tommy Sands And The Raiders
hot-100,1959-02-16,90,My Man,Peggy Lee
hot-100,1959-02-16,91,"Blah, Blah, Blah",Nicola Paone
hot-100,1959-02-16,92,Sea Cruise,Frankie Ford
hot-100,1959-02-16,93,The Hanging Tree,Marty Robbins
hot-100,1959-02-16,94,Since I Don't Have You,The Skyliners
hot-100,1959-02-16,95,Midnight Oil,Charlie Blackwell
hot-100,1959-02-16,96,Pink Shoe Laces,Dodie Stevens
hot-100,1959-02-16,97,Moonlight Serenade,The Rivieras
hot-100,1959-02-16,98,I Don't Need You Anymore,The Teddy Bears
hot-100,1959-02-16,99,Madrid,Nat King Cole
hot-100,1959-02-16,100,I Got Stung,Elvis Presley
hot-100,1959-02-23,1,Stagger Lee,Lloyd Price
hot-100,1959-02-23,2,Donna,Ritchie Valens
hot-100,1959-02-23,3,16 Candles,The Crests
hot-100,1959-02-23,4,The All American Boy,Bill Parsons
hot-100,1959-02-23,5,Charlie Brown,The Coasters
hot-100,1959-02-23,6,I Cried A Tear,LaVern Baker
hot-100,1959-02-23,7,Tall Paul,Annette With The Afterbeats
hot-100,1959-02-23,8,Petite Fleur (Little Flower),Chris Barber's Jazz Band
hot-100,1959-02-23,9,Lonely Teardrops,Jackie Wilson
hot-100,1959-02-23,10,Peter Gunn,Ray Anthony and His Orchestra
hot-100,1959-02-23,11,My Happiness,Connie Francis
hot-100,1959-02-23,12,Smoke Gets In Your Eyes,The Platters
hot-100,1959-02-23,13,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams
hot-100,1959-02-23,14,Manhattan Spiritual,Reg Owen & His Orchestra
hot-100,1959-02-23,15,Gotta Travel On,Billy Grammer
hot-100,1959-02-23,16,Goodbye Baby,Jack Scott
hot-100,1959-02-23,17,The Children's Marching Song (Nick Nack Paddy Whack),"Mitch Miller and his ""Sing Along With Mitch"" Chorus"
hot-100,1959-02-23,18,I've Had It,The Bell Notes
hot-100,1959-02-23,19,The Children's Marching Song (Nick Nack Taddy Whack),Cyril Stapleton And His Orchestra
hot-100,1959-02-23,20,(All of a Sudden) My Heart Sings,Paul Anka
hot-100,1959-02-23,21,With The Wind And The Rain In Your Hair,Pat Boone
hot-100,1959-02-23,22,She Say (Oom Dooby Doom),The Diamonds
hot-100,1959-02-23,23,May You Always,The McGuire Sisters
hot-100,1959-02-23,24,It's Just A Matter Of Time,Brook Benton
hot-100,1959-02-23,25,A Lover's Question,Clyde McPhatter
hot-100,1959-02-23,26,The Lonely One,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-02-23,27,I Got A Wife,The Mark IV
hot-100,1959-02-23,28,Venus,Frankie Avalon
hot-100,1959-02-23,29,The Story Of My Love,Conway Twitty
hot-100,1959-02-23,30,Alvin's Harmonica,David Seville And The Chipmunks
hot-100,1959-02-23,31,The Little Space Girl,Jesse Lee Turner
hot-100,1959-02-23,32,Tragedy,Thomas Wayne With the Delons
hot-100,1959-02-23,33,(I'll Be With You In) Apple Blossom Time,Tab Hunter
hot-100,1959-02-23,34,Don't Take Your Guns To Town,Johnny Cash
hot-100,1959-02-23,35,Lucky Ladybug,Billy & Lillie
hot-100,1959-02-23,36,The Diary,Neil Sedaka
hot-100,1959-02-23,37,Pretty Girls Everywhere,Eugene Church and The Fellows
hot-100,1959-02-23,38,Plain Jane,Bobby Darin
hot-100,1959-02-23,39,Nola,Billy Williams
hot-100,1959-02-23,40,There Must Be A Way,Joni James
hot-100,1959-02-23,41,I'm A Man,Fabian
hot-100,1959-02-23,42,It's Only The Beginning,The Kalin Twins
hot-100,1959-02-23,43,Who Cares,Don Gibson
hot-100,1959-02-23,44,La Bamba,Ritchie Valens
hot-100,1959-02-23,45,Nobody But You,Dee Clark
hot-100,1959-02-23,46,First Anniversary,Cathy Carr
hot-100,1959-02-23,47,Raw-Hide,Link Wray And The Wraymen
hot-100,1959-02-23,48,Don't Pity Me,Dion & The Belmonts
hot-100,1959-02-23,49,Red River Rose,The Ames Brothers
hot-100,1959-02-23,50,Try Me,James Brown And The Famous Flames
hot-100,1959-02-23,51,Blue Hawaii,Billy Vaughn And His Orchestra
hot-100,1959-02-23,52,"Wiggle, Wiggle",The Accents
hot-100,1959-02-23,53,Please Mr. Sun,Tommy Edwards
hot-100,1959-02-23,54,Lovers Never Say Goodbye,The Flamingos
hot-100,1959-02-23,55,Nola,The Morgan Brothers
hot-100,1959-02-23,56,The Shag (Is Totally Cool),Billy Graves
hot-100,1959-02-23,57,Whole Lotta Loving,Fats Domino
hot-100,1959-02-23,58,Sea Cruise,Frankie Ford
hot-100,1959-02-23,59,"Blah, Blah, Blah",Nicola Paone
hot-100,1959-02-23,60,Anthony Boy,Chuck Berry
hot-100,1959-02-23,61,Teardrops Will Fall,Dicky Doo And The Don'ts
hot-100,1959-02-23,62,Matilda,Cookie And His Cupcakes
hot-100,1959-02-23,63,Evening Rain,Earl Grant
hot-100,1959-02-23,64,Ambrose (Part Five),Linda Laurie
hot-100,1959-02-23,65,Never Be Anyone Else But You,Ricky Nelson
hot-100,1959-02-23,66,Are You Lonesome Tonight,Jaye P. Morgan
hot-100,1959-02-23,67,Tomboy,Perry Como
hot-100,1959-02-23,68,When The Saints Go Marching In,Fats Domino
hot-100,1959-02-23,69,Trust In Me,Patti Page
hot-100,1959-02-23,70,"Alright, Okay, You Win",Peggy Lee
hot-100,1959-02-23,71,The Chipmunk Song,The Chipmunks With David Seville
hot-100,1959-02-23,72,The Girl On Page 44,The Four Lads
hot-100,1959-02-23,73,The Worryin' Kind,Tommy Sands And The Raiders
hot-100,1959-02-23,74,Let's Love,Johnny Mathis
hot-100,1959-02-23,75,Gazachstahagen,The Wild-Cats
hot-100,1959-02-23,76,Pink Shoe Laces,Dodie Stevens
hot-100,1959-02-23,77,Telling Lies,Fats Domino
hot-100,1959-02-23,78,Hurtin' Inside,Brook Benton
hot-100,1959-02-23,79,One Night,Elvis Presley
hot-100,1959-02-23,80,Love You Most Of All,Sam Cooke
hot-100,1959-02-23,81,Jupiter-C,Pat and the Satellites
hot-100,1959-02-23,82,It Doesn't Matter Anymore,Buddy Holly
hot-100,1959-02-23,83,The Hanging Tree,Marty Robbins
hot-100,1959-02-23,84,"To Know Him, Is To Love Him",The Teddy Bears
hot-100,1959-02-23,85,Since I Don't Have You,The Skyliners
hot-100,1959-02-23,86,Bimbombey,Jimmie Rodgers
hot-100,1959-02-23,87,Miss You,Jaye P. Morgan
hot-100,1959-02-23,88,"Raspberries, Strawberries",The Kingston Trio
hot-100,1959-02-23,89,Good Rockin' Tonight,Pat Boone
hot-100,1959-02-23,90,Moonlight Serenade,The Rivieras
hot-100,1959-02-23,91,Midnight Oil,Charlie Blackwell
hot-100,1959-02-23,92,Rocka-Conga,The Applejacks
hot-100,1959-02-23,93,I'm Never Gonna Tell,Jimmie Rodgers
hot-100,1959-02-23,94,Bunny Hop,The Applejacks
hot-100,1959-02-23,95,I've Got You Under My Skin,Louis Prima And Keely Smith
hot-100,1959-02-23,96,Give Me Your Love,Nat King Cole
hot-100,1959-02-23,97,Wicked Ruby,Danny Zella and his Zell Rocks
hot-100,1959-02-23,98,Shirley,John Fred And The Playboys
hot-100,1959-02-23,99,My Man,Peggy Lee
hot-100,1959-02-23,100,Glad Rags,Tennessee Ernie Ford
hot-100,1959-03-02,1,Stagger Lee,Lloyd Price
hot-100,1959-03-02,2,Donna,Ritchie Valens
hot-100,1959-03-02,3,Charlie Brown,The Coasters
hot-100,1959-03-02,4,16 Candles,The Crests
hot-100,1959-03-02,5,Petite Fleur (Little Flower),Chris Barber's Jazz Band
hot-100,1959-03-02,6,I Cried A Tear,LaVern Baker
hot-100,1959-03-02,7,Venus,Frankie Avalon
hot-100,1959-03-02,8,Peter Gunn,Ray Anthony and His Orchestra
hot-100,1959-03-02,9,The All American Boy,Bill Parsons
hot-100,1959-03-02,10,Alvin's Harmonica,David Seville And The Chipmunks
hot-100,1959-03-02,11,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams
hot-100,1959-03-02,12,Tall Paul,Annette With The Afterbeats
hot-100,1959-03-02,13,I've Had It,The Bell Notes
hot-100,1959-03-02,14,Lonely Teardrops,Jackie Wilson
hot-100,1959-03-02,15,It's Just A Matter Of Time,Brook Benton
hot-100,1959-03-02,16,Smoke Gets In Your Eyes,The Platters
hot-100,1959-03-02,17,My Happiness,Connie Francis
hot-100,1959-03-02,18,Gotta Travel On,Billy Grammer
hot-100,1959-03-02,19,May You Always,The McGuire Sisters
hot-100,1959-03-02,20,The Children's Marching Song (Nick Nack Paddy Whack),"Mitch Miller and his ""Sing Along With Mitch"" Chorus"
hot-100,1959-03-02,21,She Say (Oom Dooby Doom),The Diamonds
hot-100,1959-03-02,22,Tragedy,Thomas Wayne With the Delons
hot-100,1959-03-02,23,The Children's Marching Song (Nick Nack Taddy Whack),Cyril Stapleton And His Orchestra
hot-100,1959-03-02,24,Goodbye Baby,Jack Scott
hot-100,1959-03-02,25,I Got A Wife,The Mark IV
hot-100,1959-03-02,26,With The Wind And The Rain In Your Hair,Pat Boone
hot-100,1959-03-02,27,Manhattan Spiritual,Reg Owen & His Orchestra
hot-100,1959-03-02,28,The Story Of My Love,Conway Twitty
hot-100,1959-03-02,29,(All of a Sudden) My Heart Sings,Paul Anka
hot-100,1959-03-02,30,The Lonely One,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-03-02,31,(I'll Be With You In) Apple Blossom Time,Tab Hunter
hot-100,1959-03-02,32,A Lover's Question,Clyde McPhatter
hot-100,1959-03-02,33,Don't Take Your Guns To Town,Johnny Cash
hot-100,1959-03-02,34,There Must Be A Way,Joni James
hot-100,1959-03-02,35,The Little Space Girl,Jesse Lee Turner
hot-100,1959-03-02,36,Pretty Girls Everywhere,Eugene Church and The Fellows
hot-100,1959-03-02,37,La Bamba,Ritchie Valens
hot-100,1959-03-02,38,Plain Jane,Bobby Darin
hot-100,1959-03-02,39,Please Mr. Sun,Tommy Edwards
hot-100,1959-03-02,40,Nola,Billy Williams
hot-100,1959-03-02,41,Never Be Anyone Else But You,Ricky Nelson
hot-100,1959-03-02,42,First Anniversary,Cathy Carr
hot-100,1959-03-02,43,Sea Cruise,Frankie Ford
hot-100,1959-03-02,44,Lucky Ladybug,Billy & Lillie
hot-100,1959-03-02,45,It Doesn't Matter Anymore,Buddy Holly
hot-100,1959-03-02,46,Nobody But You,Dee Clark
hot-100,1959-03-02,47,The Diary,Neil Sedaka
hot-100,1959-03-02,48,I'm A Man,Fabian
hot-100,1959-03-02,49,Pink Shoe Laces,Dodie Stevens
hot-100,1959-03-02,50,Nola,The Morgan Brothers
hot-100,1959-03-02,51,It's Only The Beginning,The Kalin Twins
hot-100,1959-03-02,52,Matilda,Cookie And His Cupcakes
hot-100,1959-03-02,53,The Shag (Is Totally Cool),Billy Graves
hot-100,1959-03-02,54,"Wiggle, Wiggle",The Accents
hot-100,1959-03-02,55,Raw-Hide,Link Wray And The Wraymen
hot-100,1959-03-02,56,When The Saints Go Marching In,Fats Domino
hot-100,1959-03-02,57,"Blah, Blah, Blah",Nicola Paone
hot-100,1959-03-02,58,Who Cares,Don Gibson
hot-100,1959-03-02,59,Lovers Never Say Goodbye,The Flamingos
hot-100,1959-03-02,60,Don't Pity Me,Dion & The Belmonts
hot-100,1959-03-02,61,Teardrops Will Fall,Dicky Doo And The Don'ts
hot-100,1959-03-02,62,Tomboy,Perry Como
hot-100,1959-03-02,63,Evening Rain,Earl Grant
hot-100,1959-03-02,64,Ambrose (Part Five),Linda Laurie
hot-100,1959-03-02,65,Are You Lonesome Tonight,Jaye P. Morgan
hot-100,1959-03-02,66,Red River Rose,The Ames Brothers
hot-100,1959-03-02,67,Telling Lies,Fats Domino
hot-100,1959-03-02,68,Midnight Oil,Charlie Blackwell
hot-100,1959-03-02,69,The Girl On Page 44,The Four Lads
hot-100,1959-03-02,70,"No Other Arms, No Other Lips",The Chordettes
hot-100,1959-03-02,71,The Hanging Tree,Marty Robbins
hot-100,1959-03-02,72,Where Were You (On Our Wedding Day)?,Lloyd Price
hot-100,1959-03-02,73,Try Me,James Brown And The Famous Flames
hot-100,1959-03-02,74,Anthony Boy,Chuck Berry
hot-100,1959-03-02,75,If I Didn't Care,Connie Francis
hot-100,1959-03-02,76,I'm Never Gonna Tell,Jimmie Rodgers
hot-100,1959-03-02,77,Blue Hawaii,Billy Vaughn And His Orchestra
hot-100,1959-03-02,78,Bunny Hop,The Applejacks
hot-100,1959-03-02,79,The Worryin' Kind,Tommy Sands And The Raiders
hot-100,1959-03-02,80,"Raspberries, Strawberries",The Kingston Trio
hot-100,1959-03-02,81,Hurtin' Inside,Brook Benton
hot-100,1959-03-02,82,Trust In Me,Patti Page
hot-100,1959-03-02,83,Since I Don't Have You,The Skyliners
hot-100,1959-03-02,84,Shirley,John Fred And The Playboys
hot-100,1959-03-02,85,Let's Love,Johnny Mathis
hot-100,1959-03-02,86,"Alright, Okay, You Win",Peggy Lee
hot-100,1959-03-02,87,"No Other Arms, No Other Lips",The Four Aces
hot-100,1959-03-02,88,Love You Most Of All,Sam Cooke
hot-100,1959-03-02,89,Moonlight Serenade,The Rivieras
hot-100,1959-03-02,90,Good Rockin' Tonight,Pat Boone
hot-100,1959-03-02,91,It's Late,Ricky Nelson
hot-100,1959-03-02,92,One Night,Elvis Presley
hot-100,1959-03-02,93,The Morning Side Of The Mountain,Tommy Edwards
hot-100,1959-03-02,94,My Man,Peggy Lee
hot-100,1959-03-02,95,Miss You,Jaye P. Morgan
hot-100,1959-03-02,96,The Search,Dean Reed
hot-100,1959-03-02,97,I've Got You Under My Skin,Louis Prima And Keely Smith
hot-100,1959-03-02,98,City Lights,Ivory Joe Hunter
hot-100,1959-03-02,99,Jupiter-C,Pat and the Satellites
hot-100,1959-03-02,100,The Answer To A Maiden's Prayer,June Valli
hot-100,1959-03-09,1,Venus,Frankie Avalon
hot-100,1959-03-09,2,Charlie Brown,The Coasters
hot-100,1959-03-09,3,Stagger Lee,Lloyd Price
hot-100,1959-03-09,4,Donna,Ritchie Valens
hot-100,1959-03-09,5,Alvin's Harmonica,David Seville And The Chipmunks
hot-100,1959-03-09,6,I've Had It,The Bell Notes
hot-100,1959-03-09,7,It's Just A Matter Of Time,Brook Benton
hot-100,1959-03-09,8,Petite Fleur (Little Flower),Chris Barber's Jazz Band
hot-100,1959-03-09,9,I Cried A Tear,LaVern Baker
hot-100,1959-03-09,10,16 Candles,The Crests
hot-100,1959-03-09,11,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams
hot-100,1959-03-09,12,Peter Gunn,Ray Anthony and His Orchestra
hot-100,1959-03-09,13,Tall Paul,Annette With The Afterbeats
hot-100,1959-03-09,14,The All American Boy,Bill Parsons
hot-100,1959-03-09,15,Tragedy,Thomas Wayne With the Delons
hot-100,1959-03-09,16,May You Always,The McGuire Sisters
hot-100,1959-03-09,17,Lonely Teardrops,Jackie Wilson
hot-100,1959-03-09,18,The Children's Marching Song (Nick Nack Paddy Whack),"Mitch Miller and his ""Sing Along With Mitch"" Chorus"
hot-100,1959-03-09,19,Never Be Anyone Else But You,Ricky Nelson
hot-100,1959-03-09,20,She Say (Oom Dooby Doom),The Diamonds
hot-100,1959-03-09,21,My Happiness,Connie Francis
hot-100,1959-03-09,22,Gotta Travel On,Billy Grammer
hot-100,1959-03-09,23,The Children's Marching Song (Nick Nack Taddy Whack),Cyril Stapleton And His Orchestra
hot-100,1959-03-09,24,Manhattan Spiritual,Reg Owen & His Orchestra
hot-100,1959-03-09,25,Smoke Gets In Your Eyes,The Platters
hot-100,1959-03-09,26,Goodbye Baby,Jack Scott
hot-100,1959-03-09,27,I Got A Wife,The Mark IV
hot-100,1959-03-09,28,La Bamba,Ritchie Valens
hot-100,1959-03-09,29,(All of a Sudden) My Heart Sings,Paul Anka
hot-100,1959-03-09,30,The Story Of My Love,Conway Twitty
hot-100,1959-03-09,31,With The Wind And The Rain In Your Hair,Pat Boone
hot-100,1959-03-09,32,The Lonely One,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-03-09,33,Pink Shoe Laces,Dodie Stevens
hot-100,1959-03-09,34,(I'll Be With You In) Apple Blossom Time,Tab Hunter
hot-100,1959-03-09,35,Sea Cruise,Frankie Ford
hot-100,1959-03-09,36,It Doesn't Matter Anymore,Buddy Holly
hot-100,1959-03-09,37,Please Mr. Sun,Tommy Edwards
hot-100,1959-03-09,38,Don't Take Your Guns To Town,Johnny Cash
hot-100,1959-03-09,39,There Must Be A Way,Joni James
hot-100,1959-03-09,40,A Lover's Question,Clyde McPhatter
hot-100,1959-03-09,41,Pretty Girls Everywhere,Eugene Church and The Fellows
hot-100,1959-03-09,42,First Anniversary,Cathy Carr
hot-100,1959-03-09,43,Raw-Hide,Link Wray And The Wraymen
hot-100,1959-03-09,44,It's Late,Ricky Nelson
hot-100,1959-03-09,45,Since I Don't Have You,The Skyliners
hot-100,1959-03-09,46,The Little Space Girl,Jesse Lee Turner
hot-100,1959-03-09,47,Nola,Billy Williams
hot-100,1959-03-09,48,Tomboy,Perry Como
hot-100,1959-03-09,49,Matilda,Cookie And His Cupcakes
hot-100,1959-03-09,50,Telling Lies,Fats Domino
hot-100,1959-03-09,51,Plain Jane,Bobby Darin
hot-100,1959-03-09,52,Ambrose (Part Five),Linda Laurie
hot-100,1959-03-09,53,"Wiggle, Wiggle",The Accents
hot-100,1959-03-09,54,"No Other Arms, No Other Lips",The Chordettes
hot-100,1959-03-09,55,Come Softly To Me,The Fleetwoods
hot-100,1959-03-09,56,When The Saints Go Marching In,Fats Domino
hot-100,1959-03-09,57,Nola,The Morgan Brothers
hot-100,1959-03-09,58,Midnight Oil,Charlie Blackwell
hot-100,1959-03-09,59,Who Cares,Don Gibson
hot-100,1959-03-09,60,The Hanging Tree,Marty Robbins
hot-100,1959-03-09,61,Lovers Never Say Goodbye,The Flamingos
hot-100,1959-03-09,62,I'm A Man,Fabian
hot-100,1959-03-09,63,Nobody But You,Dee Clark
hot-100,1959-03-09,64,If I Didn't Care,Connie Francis
hot-100,1959-03-09,65,Where Were You (On Our Wedding Day)?,Lloyd Price
hot-100,1959-03-09,66,Everybody Likes To Cha Cha Cha,Sam Cooke
hot-100,1959-03-09,67,I'm Never Gonna Tell,Jimmie Rodgers
hot-100,1959-03-09,68,"Blah, Blah, Blah",Nicola Paone
hot-100,1959-03-09,69,The Shag (Is Totally Cool),Billy Graves
hot-100,1959-03-09,70,Bunny Hop,The Applejacks
hot-100,1959-03-09,71,The Diary,Neil Sedaka
hot-100,1959-03-09,72,Lucky Ladybug,Billy & Lillie
hot-100,1959-03-09,73,Are You Lonesome Tonight,Jaye P. Morgan
hot-100,1959-03-09,74,"No Other Arms, No Other Lips",The Four Aces
hot-100,1959-03-09,75,Teardrops Will Fall,Dicky Doo And The Don'ts
hot-100,1959-03-09,76,Anthony Boy,Chuck Berry
hot-100,1959-03-09,77,It's Only The Beginning,The Kalin Twins
hot-100,1959-03-09,78,Miss You,Jaye P. Morgan
hot-100,1959-03-09,79,The Morning Side Of The Mountain,Tommy Edwards
hot-100,1959-03-09,80,Moonlight Serenade,The Rivieras
hot-100,1959-03-09,81,Guitar Boogie Shuffle,The Virtues
hot-100,1959-03-09,82,Shirley,John Fred And The Playboys
hot-100,1959-03-09,83,Evening Rain,Earl Grant
hot-100,1959-03-09,84,Don't Pity Me,Dion & The Belmonts
hot-100,1959-03-09,85,Ballad Of A Girl And Boy,Graduates
hot-100,1959-03-09,86,This Should Go On Forever,Rod Bernard
hot-100,1959-03-09,87,The Answer To A Maiden's Prayer,June Valli
hot-100,1959-03-09,88,Try Me,James Brown And The Famous Flames
hot-100,1959-03-09,89,Trust In Me,Patti Page
hot-100,1959-03-09,90,I Go Ape,Neil Sedaka
hot-100,1959-03-09,91,No Regrets,Jimmy Barnes
hot-100,1959-03-09,92,City Lights,Ivory Joe Hunter
