artist,l1,l2,l3,matched_name,spotify_artist_id,genres_raw,genre_main,inferred_from,confidence
bobby curtola,bobby curtola,bobby curtola,bobby curtola,Bobby Curtola,2PIiDZM2zK2J6t0sm3fz0c,doo-wop;modern blues,Blues,direct,1.0
bobby darin,bobby darin,bobby darin,bobby darin,Bobby Darin,0EodhzA6yW1bIdD5B4tcmJ,adult standards;big band;doo-wop;swing music,Jazz,direct,1.0
bobby day,bobby day,bobby day,bobby day,Bobby Day,4SLfKHcufUqU46DiTAHIsj,doo-wop,Other,direct,1.0
bobby edwards,bobby edwards,bobby edwards,bobby edwards,Bobby Edwards,3sDfAL51zky0msVDG2k6G4,classic country,Country,direct,1.0
bobby freeman,bobby freeman,bobby freeman,bobby freeman,Bobby Freeman,5oMWW19j0AXl7Sy4Xn9rmg,doo-wop;rockabilly,Rock,direct,1.0
bobby fuller four,bobby fuller four,bobby fuller four,bobby fuller four,The Bobby Fuller Four,5XoM6cP8fQykllfuK5V5TR,,,none,0.0
bobby goldsboro,bobby goldsboro,bobby goldsboro,bobby goldsboro,Bobby Goldsboro,5gPEo032lzARtzuVqJIm9o,,,none,0.0
bobby gregg,bobby gregg,bobby gregg,bobby gregg,Bobby Gregg,4vxSfN3TZluBfV2svQwwzu,,,none,0.0
bobby hamilton,bobby hamilton,bobby hamilton,bobby hamilton,Bobby Hamilton,3TYn4nNCnE3dtdMJpWUJtV,,,none,0.0
bobby hatfield,bobby hatfield,bobby hatfield,bobby hatfield,Bobby Hatfield,0HVV86wbGf6ZBjrUUygaBP,,,none,0.0
bobby hebb,bobby hebb,bobby hebb,bobby hebb,Bobby Hebb,2uNpV18izVIP7DNusoWbT5,classic soul;northern soul,RnB,direct,1.0
bobby helms,bobby helms,bobby helms,bobby helms,Bobby Helms,38EmEgXkgK51MT2tPY0EoC,christmas;villancicos,Other,direct,1.0
bobby hendricks,bobby hendricks,bobby hendricks,bobby hendricks,Bobby Hendricks,23j9dIV7tltqbu7XAGwll9,doo-wop;rockabilly,Rock,direct,1.0
bobby lewis,bobby lewis,bobby lewis,bobby lewis,Bobby Lewis,6KfBWaX13etjtEZ4d9aTWW,doo-wop,Other,direct,1.0
bobby marchan,bobby marchan,bobby marchan,bobby marchan,Bobby Marchan,3hHAdG4gMD9GnqqWWST9D7,motown;northern soul,RnB,direct,1.0
bobby mcclure,bobby mcclure,bobby mcclure,bobby mcclure,Bobby McClure,51XxxtoLP1n34IUdyuIn4Z,classic soul;motown;northern soul;soul,RnB,direct,1.0
bobby mcferrin,bobby mcferrin,bobby mcferrin,bobby mcferrin,Bobby McFerrin,2FjkZT851ez950cyPjeYid,,,none,0.0
bobby moore,bobby moore,bobby moore,bobby moore,Bobby Moore & The Rhythm Aces,6qlpFH9e4sZ52tAPy2KmLz,classic soul,RnB,direct,1.0
bobby moore's rhythm aces,bobby moore's rhythm aces,bobby moores rhythm aces,bobby moores rhythm aces,,,,,none,0.0
bobby parker,bobby parker,bobby parker,bobby parker,Bobby Parker,6MhzidtPk8pe4VIMqDRH0F,northern soul,RnB,direct,1.0
bobby pedrick,bobby pedrick,bobby pedrick,bobby pedrick,Bobby Pedrick,5AMh4Q8UIpkKaUcWhENZuM,doo-wop,Other,direct,1.0
bobby peterson,bobby peterson,bobby peterson,bobby peterson,Bobby Peterson,1yLoMSlR6A25QxKKTW1nRj,,,none,0.0
bobby peterson quintet,bobby peterson quintet,bobby peterson quintet,bobby peterson quintet,The Bobby Peterson Quintet,35Hu9ZG7sRCAmCYorxGHF5,,,none,0.0
bobby pickett,bobby pickett,bobby pickett,bobby pickett,"Bobby ""Boris"" Pickett",42MRYPhQfcEXqb18dl5ERX,,,none,0.0
bobby pinson,bobby pinson,bobby pinson,bobby pinson,Bobby Pinson,25naJrFZN5yogpY4K3bV0f,,,none,0.0
bobby powell,bobby powell,bobby powell,bobby powell,Bobby Powell,3XbQIqsGmrwU3Yt3T1z8i2,northern soul,RnB,direct,1.0
bobby ross avila,bobby ross avila,bobby ross avila,bobby ross avila,Bobby Ross Avila,6VpZD6SRjh5ZurP9tw4qso,new jack swing,RnB,direct,1.0
bobby russell,bobby russell,bobby russell,bobby russell,Bobby Russell,3OQMM7N6Cb3KZf7Ut5ggV5,,,none,0.0
bobby rydell,bobby rydell,bobby rydell,bobby rydell,Bobby Rydell,4hJTgr1adnhIkhmD9jLzd6,adult standards;doo-wop,Other,direct,1.0
bobby rydell/chubby checker,bobby rydell/chubby checker,bobby rydell/chubby checker,bobby rydell chubby checker,,,,,none,0.0
bobby shafto,bobby shafto,bobby shafto,bobby shafto,,,,,none,0.0
bobby sherman,bobby sherman,bobby sherman,bobby sherman,Bobby Sherman,5Rsz3E1aovbqsmLQOxgK2y,bubblegum pop,Pop,direct,1.0
bobby shmurda,bobby shmurda,bobby shmurda,bobby shmurda,Bobby Shmurda,34Y0ldeyUv7jBvukWOGASO,,,none,0.0
bobby taylor,bobby taylor,bobby taylor,bobby taylor,Bobby Taylor & The Vancouvers,2yu275LOWOLmpD885w1MMy,motown;northern soul,RnB,direct,1.0
bobby v,bobby v,bobby v,bobby v,Bobby V.,4HgF4KnohByNElYid7iCNb,r&b,RnB,direct,1.0
bobby valentino,bobby valentino,bobby valentino,bobby valentino,Bobby Valentino,6XqizoXz5ZNiq0gEY9fukJ,hyphy,Other,direct,1.0
bobby vee,bobby vee,bobby vee,bobby vee,Bobby Vee,5MX2l6ewjOaeWn1lYNhzlO,doo-wop;rock and roll,Rock,direct,1.0
bobby vinton,bobby vinton,bobby vinton,bobby vinton,Bobby Vinton,6bOYtKnpLPQSfMpS2ilotK,adult standards;doo-wop,Other,direct,1.0
bobby womack,bobby womack,bobby womack,bobby womack,bobby womack,0vqkz1b2qBkoYrGMj2CUWq,classic soul;soul,RnB,direct,1.0
bobby wood,bobby wood,bobby wood,bobby wood,Bobby Woods,0Xn4D1ZwBz124PZDj9jbRn,,,none,0.0
bodeans,bodeans,bodeans,bodeans,Bodeans,2D2qwEatKbBSKhBCfP6lyn,roots rock,Rock,direct,1.0
body head bangerz,body head bangerz,body head bangerz,body head bangerz,Body Head Bangerz,219BoX4ga1r09kvBxWylN9,,,none,0.0
bon jovi,bon jovi,bon jovi,bon jovi,Bon Jovi,58lV9VcRSjABbAbfWS6skp,glam metal;rock,Rock,direct,1.0
bone crusher,bone crusher,bone crusher,bone crusher,Bone Crusher,6cwlhbT6PnscdmUYCLUJsa,crunk;southern hip hop,HipHop,direct,1.0
bone thugs-n-harmony,bone thugs-n-harmony,bone thugs-n-harmony,bone thugs n harmony,Bone Thugs-N-Harmony,5spEJXLwD1sKUdC2bnOHPg,g-funk;gangster rap;old school hip hop,HipHop,direct,1.0
bones,bones,bones,bones,BONES,5v2WhpA59TJSdPh7LCx1lN,cloud rap;emo rap;horrorcore;trap metal;underground hip hop,HipHop,direct,1.0
boney m.,boney m.,boney m.,boney m,Boney M.,54R6Y0I7jGUCveDTtI21nb,disco,Other,direct,1.0
bonham,bonham,bonham,bonham,Helena Bonham Carter,7gX22Ua3mEH2KXTCpIfoOP,musicals,Other,direct,1.0
bonnie,bonnie,bonnie,bonnie,Bonnie Tyler,0SD4eZCN4Kr0wQk56hCdh2,,,none,0.0
bonnie boyer,bonnie boyer,bonnie boyer,bonnie boyer,Bonnie Boyer,4fpsyFOX2ivFaKo0YZCgOs,,,none,0.0
bonnie guitar,bonnie guitar,bonnie guitar,bonnie guitar,Bonnie Guitar,4d2dDZ4kx0YKLfEuSQ18H0,,,none,0.0
bonnie mckee,bonnie mckee,bonnie mckee,bonnie mckee,Bonnie McKee,7dtJROxWQe3fxxF5t7o67N,,,none,0.0
bonnie pointer,bonnie pointer,bonnie pointer,bonnie pointer,Bonnie Pointer,3ywBpweKQY8MosUnAuPAgc,disco,Other,direct,1.0
bonnie raitt,bonnie raitt,bonnie raitt,bonnie raitt,Bonnie Raitt,4KDyYWR7IpxZ7xrdYbKrqY,blues,Blues,direct,1.0
bonnie tyler,bonnie tyler,bonnie tyler,bonnie tyler,Bonnie Tyler,0SD4eZCN4Kr0wQk56hCdh2,,,none,0.0
book of love,book of love,book of love,book of love,Book Of Love,0ow8F3xGkmZWVulTtaiFQo,new wave;synthpop,Pop,direct,1.0
booker t.,booker t.,booker t.,booker t,Booker T. & the M.G.'s,2vDV0T8sxx2ENnKXds75e5,,,none,0.0
boomer castleman,boomer castleman,boomer castleman,boomer castleman,Boomer Castleman,6OWJUkbVBIGIQ8kLeosqCl,,,none,0.0
boomkat,boomkat,boomkat,boomkat,Boomkat,77lZwVn1U7L3e85XOdx7JQ,,,none,0.0
boots brown,boots brown,boots brown,boots brown,Brown Boots Boogie Band,0UCUEiICiDfeTKLXHwfoTW,,,none,0.0
boots r,boots r,boots r,boots r,Blue Rain Boots,2zautAwUDuz4oyCf7N9Hfv,,,none,0.0
boots walker,boots walker,boots walker,boots walker,Boots Walker,5BDkmuAwBqLNyVyXfug4W2,go-go,Other,direct,1.0
born jamericans,born jamericans,born jamericans,born jamericans,Born Jamericans,7lj2zDdfzBz8pCzfRx9WYu,dancehall;ragga;reggae,Reggae,direct,1.0
boss,boss,boss,boss,BossMan Dlow,23xFbA9rYgRX8mreqysWPc,,,none,0.0
bossman dlow,bossman dlow,bossman dlow,bossman dlow,BossMan Dlow,23xFbA9rYgRX8mreqysWPc,,,none,0.0
boston,boston,boston,boston,Boston,29kkCKKGXheHuoO829FxWK,aor;classic rock,Rock,direct,1.0
boston pops orchestra / arthur fiedler,boston pops orchestra / arthur fiedler,boston pops orchestra / arthur fiedler,boston pops orchestra arthur fiedler,Arthur Fiedler;Boston Pops Orchestra;Pasquale Cardillo,3MQw78Zyr9hELKi5L6lXXX,,,none,0.0
bounty killa,bounty killa,bounty killa,bounty killa,Bounty Killa,5bptp3grZZtqNRMDLd5Ivv,dancehall;ragga;riddim,Reggae,direct,1.0
bounty killer,bounty killer,bounty killer,bounty killer,Bounty Killer,6UuT0BJZ9vF8Y1sxXnJl2s,dancehall;lovers rock;ragga;reggae;riddim;shatta,Reggae,direct,1.0
bourgeois tagg,bourgeois tagg,bourgeois tagg,bourgeois tagg,Bourgeois Tagg,0IekLXmUEHqD3nEFpwB3kE,,,none,0.0
bow wow,bow wow,bow wow,bow wow,Bow Wow,7352aRY2mqSxBZwzUb6LmA,r&b,RnB,direct,1.0
bow wow wow,bow wow wow,bow wow wow,bow wow wow,Bow Wow,7352aRY2mqSxBZwzUb6LmA,r&b,RnB,direct,1.0
bowling for soup,bowling for soup,bowling for soup,bowling for soup,Bowling For Soup,5ND0mGcL9SKSjWIjPd0xIb,pop punk;punk,Rock,direct,1.0
boy,boy,boy,boy,Saja Boys,0BJ2EjOqcfgFvlZXNKrNbE,,,none,0.0
boy george,boy george,boy george,boy george,Boy George,2BWfZGPtsjRlRp7JTDqI45,,,none,0.0
boy krazy,boy krazy,boy krazy,boy krazy,Boy Krazy,58159d1MKZgkeXFPlB7nWz,,,none,0.0
boy meets girl,boy meets girl,boy meets girl,boy meets girl,Boy Meets Girl,02Xpf8IlAGeelWAQZP33kQ,,,none,0.0
boyd bennett,boyd bennett,boyd bennett,boyd bennett,Boyd Bennett and His Rockets,2xDCL1wqMUxrsCSmCyLyU0,boogie-woogie;rockabilly,Rock,direct,1.0
boys club,boys club,boys club,boys club,Beri Boys Club,2PnmIpIOak5YgzXX3Tc0dg,bikutsi;coupé décalé;french r&b;rap ivoire,HipHop,direct,1.0
boys don't cry,boys don't cry,boys dont cry,boys dont cry,Boys Don't Cry,4Vu68x2xlwYZtz4ZVpz52g,new wave,Other,direct,1.0
boys like girls,boys like girls,boys like girls,boys like girls,BOYS LIKE GIRLS,0vWCyXMrrvMlCcepuOJaGI,emo;pop punk,Rock,direct,1.0
boyz ii men,boyz ii men,boyz ii men,boyz ii men,Boyz II Men,6O74knDqdv3XaWtkII7Xjp,new jack swing;quiet storm;r&b,RnB,direct,1.0
boyz n da hood,boyz n da hood,boyz n da hood,boyz n da hood,Boyz N Da Hood,030sRm1rnXI9MeQ23pdax8,crunk;southern hip hop,HipHop,direct,1.0
boz scaggs,boz scaggs,boz scaggs,boz scaggs,Boz Scaggs,46njgd2Rq9tZc4ZjeQMgbh,aor;yacht rock,Rock,direct,1.0
br,br,br,br,RAC,4AGwPDdh1y8hochNzHy5HC,,,none,0.0
brad paisley,brad paisley,brad paisley,brad paisley,Brad Paisley,13YmWQJFwgZrd4bf5IjMY4,country,Country,direct,1.0
brad paisley duet,brad paisley duet,brad paisley duet,brad paisley duet,,,,,none,0.0
bradley cooper,bradley cooper,bradley cooper,bradley cooper,Bradley Cooper,4VIvfOurcf0vuLRxLkGnIG,,,none,0.0
brady seals,brady seals,brady seals,brady seals,Brady Seals,6NwMxLC5GokxVDV7pHSHRG,traditional country,Country,direct,1.0
brainstorm,brainstorm,brainstorm,brainstorm,Brainstorm,6JPBUFrfF5w5whOPk2w0kp,quiet storm,RnB,direct,1.0
bram tchaikovsky,bram tchaikovsky,bram tchaikovsky,bram tchaikovsky,Bram Tchaikovsky,0typb8qieEFeIgmQ4K03qZ,jangle pop;power pop,Pop,direct,1.0
brantley gilbert,brantley gilbert,brantley gilbert,brantley gilbert,Brantley Gilbert,5q8HGNo0BjLWaTAhRtbwxa,acoustic country;country;country hip hop;country rock,Rock,direct,1.0
brantley gilbert + lindsay ell,brantley gilbert + lindsay ell,brantley gilbert + lindsay ell,brantley gilbert lindsay ell,,,,,none,0.0
brass construction,brass construction,brass construction,brass construction,Brass Construction,5jWuVnPLmjABrgCGianzs9,acid jazz;funk;jazz funk;post-disco,RnB,direct,1.0
bravo all stars,bravo all stars,bravo all stars,bravo all stars,,,,,none,0.0
bread,bread,bread,bread,Bread,70ZTdbPEcEugBNay4MvxfL,soft rock;yacht rock,Rock,direct,1.0
breaking benjamin,breaking benjamin,breaking benjamin,breaking benjamin,Breaking Benjamin,5BtHciL0e0zOP7prIHn3pP,alternative metal;hard rock;post-grunge;rock,Rock,direct,1.0
breathe,breathe,breathe,breathe,Breathe Carolina,53M4Iv2RkzzxFFvW2B1jhC,,,none,0.0
breathe carolina,breathe carolina,breathe carolina,breathe carolina,Breathe Carolina,53M4Iv2RkzzxFFvW2B1jhC,,,none,0.0
breathless,breathless,breathless,breathless,Mr. Breathless,0mVqMVcS4fE4Rc2zJ6vrBo,boogie-woogie;psychobilly;rock and roll;rockabilly,Rock,direct,1.0
brel,brel,brel,brel,Artist Rescue,3L7L7o7SKkWI8wsU43ycRl,,,none,0.0
brenda,brenda,brenda,brenda,Brenda Lee,4cPHsZM98sKzmV26wlwD2W,christmas,Other,direct,1.0
brenda holloway,brenda holloway,brenda holloway,brenda holloway,Brenda Holloway,3nXMZsj1H0F7h9SDUeYNjg,classic soul;motown;northern soul,RnB,direct,1.0
brenda k. starr,brenda k. starr,brenda k. starr,brenda k starr,Brenda K. Starr,5Ne8hQEmy0eZu9hlE3j58B,freestyle;salsa,Latin,direct,1.0
brenda lee,brenda lee,brenda lee,brenda lee,Brenda Lee,4cPHsZM98sKzmV26wlwD2W,christmas,Other,direct,1.0
brenda russell,brenda russell,brenda russell,brenda russell,Brenda Russell,2O8VlquQPITO4tT3SWs95W,smooth jazz;yacht rock,Rock,direct,1.0
brent bourgeois,brent bourgeois,brent bourgeois,brent bourgeois,Brent Bourgeois,11OdZFXS8Ia7WyaMZqESkd,ccm,Gospel,direct,1.0
brent faiyaz,brent faiyaz,brent faiyaz,brent faiyaz,Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,r&b,RnB,direct,1.0
brenton wood,brenton wood,brenton wood,brenton wood,Brenton Wood,6ohvzFHYmLd05kyYhLui5K,,,none,0.0
brett eldredge,brett eldredge,brett eldredge,brett eldredge,Brett Eldredge,0qSX3s5pJnAlSsgsCne8Cz,christmas;country,Country,direct,1.0
brett young,brett young,brett young,brett young,Brett Young,0fiWOxhsBsQQvFDtxUQWo0,country,Country,direct,1.0
brewer,brewer,brewer,brewer,Brewer & Shipley,4bx9rfUR9C0H26TEiVCwdi,,,none,0.0
brian auger,brian auger,brian auger,brian auger,Brian Auger,304senzcXGpWqcpssNpmXJ,jazz funk;jazz fusion,Jazz,direct,1.0
brian hyl,brian hyl,brian hyl,brian hyl,Brian Hyland,6YROFUbu5zRCHi2xkir5pk,,,none,0.0
brian mccomas,brian mccomas,brian mccomas,brian mccomas,Brian McComas,57oPg5vpE4vyip60by74tq,,,none,0.0
brian mcknight,brian mcknight,brian mcknight,brian mcknight,Brian McKnight,6k0IBR0lU42s2GYpNX7kA9,quiet storm;r&b,RnB,direct,1.0
brian poole,brian poole,brian poole,brian poole,Brian Poole & The Tremeloes,7oovWTnMtmERd4nCPjg4Pk,,,none,0.0
brian protheroe,brian protheroe,brian protheroe,brian protheroe,Brian Protheroe,1OtWnahLz9y3TjLuqS4gYp,,,none,0.0
brian wilson,brian wilson,brian wilson,brian wilson,Brian Courtney Wilson,5K2BdUwQNqXy70BX2L8BQx,gospel;gospel r&b;worship,Gospel,direct,1.0
brick,brick,brick,brick,Jim Brickman,2NzWRNaaLByHyI3wpuec8P,new age,Other,direct,1.0
bridgit mendler,bridgit mendler,bridgit mendler,bridgit mendler,Bridgit Mendler,4VhL8KLjVso4vLfOLVViTb,,,none,0.0
brighter side of darkness,brighter side of darkness,brighter side of darkness,brighter side of darkness,Brighter Side of Darkness,1DXoVRoj1Ay3KmhXoX0M5k,classic soul;quiet storm,RnB,direct,1.0
british lions,british lions,british lions,british lions,former Scotland & British Lions winger Billy Steele,0Fjih3hGzSM1h9QIwp8i6x,,,none,0.0
britney spears,britney spears,britney spears,britney spears,Britney Spears,26dSoYclwsYLMAKD3tpOr4,pop,Pop,direct,1.0
britny fo,britny fo,britny fo,britny fo,Britny Fox,4FffNBBwp4PayIiCBeJFPQ,glam metal;glam rock;hard rock,Rock,direct,1.0
britt nicole,britt nicole,britt nicole,britt nicole,Britt Nicole,6BXionV4R0BunrFpSwIMUK,ccm;cedm;christian;christian alternative rock;christian pop,Rock,direct,1.0
bro smith,bro smith,bro smith,bro smith,Brooklyn Smith,0bdL8iLPL5Nj0IRvHn2kIP,,,none,0.0
broadway,broadway,broadway,broadway,Original Broadway Cast of Hamilton,3UUJfRbrA2nTbcg4i0MOwu,musicals,Other,direct,1.0
broadway for orl,broadway for orl,broadway for orl,broadway for orl,Broadway for Orlando,6For8X8tvxvDol46ZOQrtr,,,none,0.0
brockhampton,brockhampton,brockhampton,brockhampton,BROCKHAMPTON,1Bl6wpkWCQ4KVgnASpvzzA,,,none,0.0
bronski beat,bronski beat,bronski beat,bronski beat,Bronski Beat,2wpWOzQE5TpA0dVnh5YD08,hi-nrg;synthpop,Pop,direct,1.0
brook benton,brook benton,brook benton,brook benton,Brook Benton,2ttm3uT0N1RN7vwKv1pQgh,classic soul,RnB,direct,1.0
brooke hogan,brooke hogan,brooke hogan,brooke hogan,Brooke Hogan,2B4ZTS4hFT3IrUFVPHjEmL,,,none,0.0
brooke valentine,brooke valentine,brooke valentine,brooke valentine,Brooke Valentine,0yqDXjskTQI1nj9bH6W9Ze,,,none,0.0
brooke white,brooke white,brooke white,brooke white,Brooke White,1feuQE7d9izI54MoL5Lc7t,folk pop,KPop,direct,1.0
brooklyn bounce,brooklyn bounce,brooklyn bounce,brooklyn bounce,Brooklyn Bounce,6vdgAccr11YvDg9pEj6gOZ,eurodance;happy hardcore;hardstyle,Other,direct,1.0
brooklyn bridge,brooklyn bridge,brooklyn bridge,brooklyn bridge,Brooklyn Bridge,56ddI2AjByeSuOtUyWeGUc,doo-wop,Other,direct,1.0
brooklyn dreams,brooklyn dreams,brooklyn dreams,brooklyn dreams,Brooklyn Dreams,2Uh4UmiQhrrElbrvJVH0dT,aor;yacht rock,Rock,direct,1.0
brooks,brooks,brooks,brooks,Brooks & Dunn,0XKOBt59crntr7HQXXO8Yz,acoustic country;classic country;country;honky tonk,Country,direct,1.0
brooks o'dell,brooks o'dell,brooks odell,brooks odell,Brooks O'Dell,4nbhncEOWMWSq1LErArwmP,northern soul;philly soul;soul,RnB,direct,1.0
bros,bros,bros,bros,Artista Rosario,5ex40YPLrwqU1Yr6ApCKhr,reggaeton,Latin,direct,1.0
brother beyond,brother beyond,brother beyond,brother beyond,Brother Beyond,6To7KuC86pBGCtkRUiq80O,,,none,0.0
brother jack mcduff,brother jack mcduff,brother jack mcduff,brother jack mcduff,Brother Jack McDuff,292xHfsrtvMlExmRCH8cmj,hard bop;jazz funk;soul jazz,RnB,direct,1.0
brother to brother,brother to brother,brother to brother,brother to brother,Brother Tom Sos,42CdfzvwQxU730Iod5qjyX,,,none,0.0
brotherhood creed,brotherhood creed,brotherhood creed,brotherhood creed,Brotherhood Creed,0ecFXNzuv3uaX2pOX7GUT3,new jack swing,RnB,direct,1.0
brotherhood of man,brotherhood of man,brotherhood of man,brotherhood of man,Brotherhood of Man,4Cyr5aqgXza16isOrQNOvo,,,none,0.0
brothers osborne,brothers osborne,brothers osborne,brothers osborne,Brothers Osborne,39NR3AUhpbbqKM33vWn2fp,country;country rock,Rock,direct,1.0
brown boy,brown boy,brown boy,brown boy,Brown Boy,0Ug6OsFk2B0mLvXrpmpRs6,mexican hip hop,HipHop,direct,1.0
brown sugar,brown sugar,brown sugar,brown sugar,Brown Sugar,2u6UQTRAwcK3VVMgPsWztO,lovers rock;rocksteady;soul jazz,Rock,direct,1.0
brownstone,brownstone,brownstone,brownstone,Brownstone,6dQgkiJm1fRkcqKOvPzysr,new jack swing,RnB,direct,1.0
brownsville station,brownsville station,brownsville station,brownsville station,Brownsville Station,67SxctqWYOGe8lthWjTDwu,,,none,0.0
brs kash,brs kash,brs kash,brs kash,BRS Kash,5jJjvmEwRr8epuGZq4eUUa,,,none,0.0
bruce,bruce,bruce,bruce,All Artist Blue Squad PAN,5OIXzogZi85GrRqWR1Uw9v,,,none,0.0
bruce channel,bruce channel,bruce channel,bruce channel,Bruce Channel,5Do19ow5oRPYYU46jqdkwh,,,none,0.0
bruce cockburn,bruce cockburn,bruce cockburn,bruce cockburn,Bruce Cockburn,4sh4MHP7lhrSUakxwZzwqz,folk rock;singer-songwriter,Folk,direct,1.0
bruce foster,bruce foster,bruce foster,bruce foster,Bruce Foster,1SPrBSnrPDQZXAo4J59Hg8,,,none,0.0
bruce hornsby,bruce hornsby,bruce hornsby,bruce hornsby,Bruce Hornsby and the Range,7CwJ4VEWs7HV7MWQt9cgyk,,,none,0.0
bruce springsteen,bruce springsteen,bruce springsteen,bruce springsteen,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,,,none,0.0
bruce willis,bruce willis,bruce willis,bruce willis,Bruce Willis,6UpHyjBIGRSHpna0GQ68bH,,,none,0.0
bruno mars,bruno mars,bruno mars,bruno mars,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,,,none,0.0
bryan adams,bryan adams,bryan adams,bryan adams,Bryan Adams,3Z02hBLubJxuFJfhacLSDc,,,none,0.0
bryan adams/rod stewart/sting,bryan adams/rod stewart/sting,bryan adams/rod stewart/sting,bryan adams rod stewart sting,,,,,none,0.0
bryan adams/tina turner,bryan adams/tina turner,bryan adams/tina turner,bryan adams tina turner,,,,,none,0.0
bryan ferry,bryan ferry,bryan ferry,bryan ferry,Bryan Ferry,5RNFFojXkPRmlJZIwXeKQC,glam rock,Rock,direct,1.0
bryan martin,bryan martin,bryan martin,bryan martin,Bryan Martin,0ChjBYedhZTQnWZWQYg15U,country;country rock,Rock,direct,1.0
bryce vine,bryce vine,bryce vine,bryce vine,Bryce Vine,1ShZZUjkbXCjhwrb18BA8I,,,none,0.0
bryson gray,bryson gray,bryson gray,bryson gray,Bryson Gray,66pGC6EHiiLr7Ce6twM5bk,christian hip hop,HipHop,direct,1.0
bryson tiller,bryson tiller,bryson tiller,bryson tiller,Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,r&b;trap soul,HipHop,direct,1.0
bt,bt,bt,bt,RAC,4AGwPDdh1y8hochNzHy5HC,,,none,0.0
bto,bto,bto,bto,BTOB,2hcsKca6hCfFMwwdbFvenJ,k-ballad;k-pop,KPop,direct,1.0
bts,bts,bts,bts,Artist Vs Poet,3kYFawNQVZ00FQbgs4rVBe,pop punk,Rock,direct,1.0
bubba spar,bubba spar,bubba spar,bubba spar,Bubba Sparxxx,3RPYHNSwe3w0mtfJwKIN9P,country hip hop;southern hip hop,HipHop,direct,1.0
buchanan brothers,buchanan brothers,buchanan brothers,buchanan brothers,Buchanan Brothers,2zLkcj2ouaDYpb2mmqim6f,,,none,0.0
buck 22,buck 22,buck 22,buck 22,Buck 22,3PLyAykPbTPfncYaH2hxdP,country hip hop,HipHop,direct,1.0
buck owens,buck owens,buck owens,buck owens,Buck Owens,2FMZn5P3WATd7Il6FgPJNu,classic country;country;honky tonk;outlaw country;traditional country,Country,direct,1.0
buckcherry,buckcherry,buckcherry,buckcherry,Buckcherry,0yN7xI1blow9nYIK0R8nM7,,,none,0.0
buckeye,buckeye,buckeye,buckeye,The Ohio State University Buckeye Marching Band,4ikOst5Se7dzqbfjtiKMJA,,,none,0.0
buckner,buckner,buckner,buckner,Richard Buckner,6vrwcJbfs2QyRtApdx1hXX,alt country;americana,Country,direct,1.0
buckwheat,buckwheat,buckwheat,buckwheat,Buckwheat Zydeco,31ioFU3ADV6npBP7ykNvtF,cajun;zydeco,Other,direct,1.0
bucky covington,bucky covington,bucky covington,bucky covington,Bucky Covington,5sVu3ObJTpiln7yRQkMuje,acoustic country;country,Country,direct,1.0
bud,bud,bud,bud,artistmusical,5yGfPBU9IdpwZjK7WALeCv,,,none,0.0
bud shank,bud shank,bud shank,bud shank,Bud Shank,2UuKUaomk3bZ0nHM3Y3FdW,bossa nova;brazilian jazz;cool jazz;hard bop;jazz,Jazz,direct,1.0
buddy greco,buddy greco,buddy greco,buddy greco,Buddy Greco,0tncOz6MVpy67IphfE6VHZ,adult standards,Other,direct,1.0
buddy holly,buddy holly,buddy holly,buddy holly,Buddy Holly,3wYyutjgII8LJVVOLrGI0D,doo-wop;rock and roll;rockabilly,Rock,direct,1.0
buddy jewell,buddy jewell,buddy jewell,buddy jewell,Buddy Jewell,43c94u7flZbHSdDaUuohqS,christian country;classic country;country,Gospel,direct,1.0
buddy kno,buddy kno,buddy kno,buddy kno,Buddy Knox,0b5Tz3szM4KK8esFKV2Zsb,doo-wop;rock and roll;rockabilly,Rock,direct,1.0
buddy miles,buddy miles,buddy miles,buddy miles,Buddy Miles,2E9nO9Zav9FjjlFVVtMWdw,funk rock,Rock,direct,1.0
buddy miles e,buddy miles e,buddy miles e,buddy miles e,Buddy Miles Express,26qBczggdfGcg03T1STnzf,funk rock,Rock,direct,1.0
buddy starcher,buddy starcher,buddy starcher,buddy starcher,Buddy Starcher,4n2kb5iYdGkbWDRrObBbjZ,spoken word,Other,direct,1.0
buffalo springfield,buffalo springfield,buffalo springfield,buffalo springfield,Buffalo Springfield,3eskO5m0H4yiF64vRySBjr,country rock;folk rock,Rock,direct,1.0
