artist,l1,l2,l3,matched_name,spotify_artist_id,genres_raw,source,matched_from,last_chart_year,genre_main
sporty thievz featuring mr. woods,sporty thievz,sporty thievz,sporty thievz,Sporty Thievz,4D1sh6dCcdjdAoI0nvuw7R,hip hop,musicbrainz,l1,1999,HipHop
spose,spose,spose,spose,Spose,3tM6SwRysCaIK0kW4h0mVP,,none,artist,2010,
spotemgottem featuring pooh shiesty or dababy,spotemgottem,spotemgottem,spotemgottem,SpotemGottem,3Y2MLcrD3ZQXRXmtn4fZQx,trap,musicbrainz,l1,2021,HipHop
springwell,springwell,springwell,springwell,,,,none,,1971,
spyder turner,spyder turner,spyder turner,spyder turner,Spyder Turner,1WY9RIHsINGWgV7Ne3D8gx,northern soul,spotify,artist,1967,RnB
spyro gyra,spyro gyra,spyro gyra,spyro gyra,Spyro Gyra,1Be36RHAlqJpfUt3tsmUQD,smooth jazz;jazz fusion;jazz;jazz funk;cool jazz,spotify,artist,1981,Jazz
spys,spys,spys,spys,Spys,75hcm65n11BTWPjpIuaEu2,,none,artist,1982,
squeak e. clean featuring karen o,squeak e. clean,squeak e. clean,squeak e clean,Squeak E. Clean,7F24NJplqlEzVe5aFllcF7,,none,l1,2005,
squeeze,squeeze,squeeze,squeeze,Squeeze,6Jrj26oAY96EEC2lqC6fua,power pop;new wave,spotify,artist,1988,Pop
st. etienne,st. etienne,st. etienne,st etienne,St. Etienne,1BZInrq7N31j3mGV74805q,,none,artist,1992,
st. lunatics,st. lunatics,st. lunatics,st lunatics,St. Lunatics,6rxiUsSvkn5yTs1kfuV8Le,hip hop,musicbrainz,artist,2001,HipHop
st. paul,st. paul,st. paul,st paul,St. Paul ,3Qf1sWENF8FhnxoFgx7ppJ,nu disco,spotify,artist,1990,
stabilizers,stabilizers,stabilizers,stabilizers,Stabilizers,63A7c9tGFEG9e64GVwuQ5M,aor;new wave;arena rock,spotify,artist,1987,Rock
stacey q,stacey q,stacey q,stacey q,Stacey Q,3q8tRS0hCMVCylgKAoA0ya,hi-nrg;italo disco;freestyle,spotify,artist,1988,
stacie orrico,stacie orrico,stacie orrico,stacie orrico,Stacie Orrico,5QjWgYDeKNP2iPHTdTttnG,contemporary christian;contemporary r&b,musicbrainz,artist,2004,Gospel
stacy earl,stacy earl,stacy earl,stacy earl,Stacy Earl,2iBlvmHlA1NJfFBj8HeNjX,,none,artist,1992,
stacy earl (featuring the wild pair),stacy earl,stacy earl,stacy earl,Stacy Earl,2iBlvmHlA1NJfFBj8HeNjX,,none,l1,1992,
stacy lattisaw,stacy lattisaw,stacy lattisaw,stacy lattisaw,Stacy Lattisaw,0rKnxuiIepvjtMmrYYV2VA,quiet storm;post-disco,spotify,artist,1987,RnB
stacy lattisaw & johnny gill,stacy lattisaw & johnny gill,stacy lattisaw,stacy lattisaw,Stacy Lattisaw,0rKnxuiIepvjtMmrYYV2VA,quiet storm;post-disco,spotify,l2,1984,RnB
stage dolls,stage dolls,stage dolls,stage dolls,Stage Dolls,6H0YoV8pMik8ovVyM7aZ8m,norsk rock;aor;arena rock;norwegian pop;glam metal,spotify,artist,1989,Rock
stagga lee,stagga lee,stagga lee,stagga lee,Stagga Lee,3FnnTmhIr3KK9rVdGchMqa,,none,artist,2003,
staind,staind,staind,staind,Staind,5KDIH2gF0VpelTqyQS7udb,post-grunge;nu metal;alternative metal,spotify,artist,2008,Rock
stallion,stallion,stallion,stallion,Stallion,4H7l564NLNANlnd5rIrJjy,speed metal;heavy metal;thrash metal,spotify,artist,1977,Rock
stampeders,stampeders,stampeders,stampeders,Stampeders,39uv7qSNwIoaAtWNioWnxp,rock,musicbrainz,artist,1976,Rock
stan freberg,stan freberg,stan freberg,stan freberg,Stan Freberg,31wLmtRSwO4f50DFG8zv4s,comedy,spotify,artist,1960,
stan getz / charlie byrd,stan getz,stan getz,stan getz,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bossa nova;jazz;brazilian jazz;cool jazz;latin jazz,spotify,l1,1963,Jazz
stan getz/astrud gilberto,stan getz,stan getz,stan getz,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,bossa nova;jazz;brazilian jazz;cool jazz;latin jazz,spotify,l1,1964,Jazz
stan kenton,stan kenton,stan kenton,stan kenton,Stan Kenton,2cFCoDyEaPrw8QVnrDlPKU,jazz;swing;cool jazz,musicbrainz,artist,1962,Jazz
stan robinson,stan robinson,stan robinson,stan robinson,Stan Robinson,4l8rPCIrMQGngP69nYyBCj,,none,artist,1959,
stanley clarke/george duke,stanley clarke,stanley clarke,stanley clarke,Stanley Clarke,1lGt9WgdYGpMnmwGkcCm05,jazz fusion;jazz funk;smooth jazz;jazz,spotify,l1,1981,Jazz
starbuck,starbuck,starbuck,starbuck,Starbuck,0P8YAnEwTGZBkm0IudCZxl,yacht rock;soft rock,spotify,artist,1978,Rock
stardust,stardust,stardust,stardust,Stardust,38TrPZladTcJA0sY9QV6ye,aor;arena rock;hard rock,spotify,artist,1998,Rock
stargard,stargard,stargard,stargard,Stargard,5ZvV5BO4R5dwEUPfRKXdUI,post-disco;disco;funk,spotify,artist,1978,RnB
stark & mcbrien,stark & mcbrien,stark,stark,Stark & McBrien,1Btavf6puFqIftkTlMQVes,,none,artist,1975,
starland vocal band,starland vocal band,starland vocal band,starland vocal band,Starland Vocal Band,66QeIFuFJDNCImNHlFzrY1,yacht rock;soft rock,spotify,artist,1980,Rock
starley,starley,starley,starley,Starley,02A3cEvlLLCbIMVDrK2GHV,,none,artist,2017,
starpoint,starpoint,starpoint,starpoint,Starpoint,6W9OZQ862LR0HM76QQJJY3,post-disco,spotify,artist,1987,
stars on,stars on,stars on,stars on,,,,none,,1982,
"stars on 54: ultra nate, amber, jocelyn enriquez","stars on 54: ultra nate, amber, jocelyn enriquez",stars on 54: ultra nate,stars on 54 ultra nate,,,,none,,1999,
stars on 45,stars on 45,stars on 45,stars on 45,Stars On 45,4r8b3Hr0AMhzhAg75le0Gx,disco,spotify,artist,1981,
starship,starship,starship,starship,Starship,0kObWap02DEg9EAJ3PBxzf,rock;psychedelic rock;arena rock;pop;hard rock,musicbrainz,artist,1991,Rock
starz,starz,starz,starz,Starz,3Jk87AV48O8quMXNs7sMIW,aor;power pop;glam rock;arena rock,spotify,artist,1978,Pop
state of mine & drew jacobs,state of mine & drew jacobs,state of mine,state of mine,State of Mine,78u21hh7csceByaxzd7pbh,,none,l2,2021,
staysolidrocky,staysolidrocky,staysolidrocky,staysolidrocky,StaySolidRocky,1XLWox9w1Yvbodui0SRhUQ,rap;hip hop;english,musicbrainz,artist,2020,HipHop
stealers wheel,stealers wheel,stealers wheel,stealers wheel,Stealers Wheel,7bPU7cvfoD20ixGD9Qnqki,folk rock;british folk rock;pop rock;2008 universal fire victim;scottish,musicbrainz,artist,1974,Rock
steam,steam,steam,steam,Steam,6huJo1XyJ0v3d5WJ5G1cYc,rock;usa;pop rock,musicbrainz,artist,1970,Rock
steel breeze,steel breeze,steel breeze,steel breeze,Steel Breeze,2ETBWoTMAG8RXkzZlnFtPi,aor;arena rock,spotify,artist,1983,Rock
steel magnolia,steel magnolia,steel magnolia,steel magnolia,Steel Magnolia,7sbNNaQTulMUEWxL5aDTiT,,none,artist,2010,
