artist,l1,l2,l3,matched_name,spotify_artist_id,genres_raw,source,matched_from,last_chart_year,genre_main
jessie james,jessie james,jessie james,jessie james,Jessie James,3FN07k2vwkKBTTuA21mUqQ,,none,artist,2009,
jesus jones,jesus jones,jesus jones,jesus jones,Jesus Jones,0roeI3yPusDWwWRzAqTopw,madchester;alternative dance,spotify,artist,1992,
jet,jet,jet,jet,Jet,5ypxebeHEIXjMtJb17uJlI,garage rock;alternative rock;garage rock revival;hard rock;rock,musicbrainz,artist,2005,Rock
jethro tull,jethro tull,jethro tull,jethro tull,Jethro Tull,6w6z8m4WXX7Tub4Rb6Lu7R,progressive rock;art rock;classic rock,spotify,artist,1977,Rock
jewel,jewel,jewel,jewel,Jewel,6FbDoZnMBTdhhhLuJBOOqP,singer-songwriter,spotify,artist,2008,Folk
jewel akens,jewel akens,jewel akens,jewel akens,Jewel Akens,1gVvCzqQy5epTJcFNwWJ37,northern soul;doo-wop,spotify,artist,1965,RnB
jewell,jewell,jewell,jewell,Jewell,05cqfWVtssCo3KVcqEAYG3,g-funk;west coast hip hop,spotify,artist,1995,HipHop
"jhay cortez, j balvin & bad bunny","jhay cortez, j balvin & bad bunny",jhay cortez,jhay cortez,Jhay Cortez,15EWbkPIc4DOahpUEeKu1H,,none,l2,2019,
jhene aiko,jhene aiko,jhene aiko,jhene aiko,Jhene Aiko,5a5uowlxbW1LvuanQKYl1P,contemporary r&b;r&b;soul;trap;neo soul,musicbrainz,artist,2020,RnB
jhene aiko featuring big sean,jhene aiko,jhene aiko,jhene aiko,Jhene Aiko,5a5uowlxbW1LvuanQKYl1P,contemporary r&b;r&b;soul;trap;neo soul,musicbrainz,l1,2020,RnB
jhene aiko featuring future & miguel,jhene aiko,jhene aiko,jhene aiko,Jhene Aiko,5a5uowlxbW1LvuanQKYl1P,contemporary r&b;r&b;soul;trap;neo soul,musicbrainz,l1,2020,RnB
jhene aiko featuring h.e.r.,jhene aiko,jhene aiko,jhene aiko,Jhene Aiko,5a5uowlxbW1LvuanQKYl1P,contemporary r&b;r&b;soul;trap;neo soul,musicbrainz,l1,2021,RnB
jhene aiko featuring swae lee or rae sremmurd,jhene aiko,jhene aiko,jhene aiko,Jhene Aiko,5a5uowlxbW1LvuanQKYl1P,contemporary r&b;r&b;soul;trap;neo soul,musicbrainz,l1,2018,RnB
jibbs,jibbs,jibbs,jibbs,Jibbs,4USNIVeRwXIAdbVSTqelbh,crunk,spotify,artist,2006,
jibbs featuring chamillionaire,jibbs,jibbs,jibbs,Jibbs,4USNIVeRwXIAdbVSTqelbh,crunk,spotify,l1,2007,
jidenna featuring roman gianarthur,jidenna,jidenna,jidenna,Jidenna,4TsHKU8l8Wq7n7OPVikirn,pop;hip hop;r&b,musicbrainz,l1,2015,Pop
jigsaw,jigsaw,jigsaw,jigsaw,Jigsaw,29NJ6VbDPYhqdXXANEwHc7,disco;pop;pop rock,musicbrainz,artist,1977,Rock
jill corey,jill corey,jill corey,jill corey,Jill Corey,7MOFoP92awkXK5PMSa8qC2,adult standards,spotify,artist,1958,
jill scott,jill scott,jill scott,jill scott,Jill Scott,6AVLthptCPhfrxlHadOBJD,neo soul;quiet storm,spotify,artist,2001,RnB
jill scott featuring anthony hamilton,jill scott,jill scott,jill scott,Jill Scott,6AVLthptCPhfrxlHadOBJD,neo soul;quiet storm,spotify,l1,2011,RnB
jill sobule,jill sobule,jill sobule,jill sobule,Jill Sobule,7d4sjulGDPLfON77SO3wc3,folk pop;singer-songwriter;indie rock;pop rock;christmas music,musicbrainz,artist,1995,Rock
jim & jean,jim & jean,jim,jim,Jim & Jean,0iKIqDxDCGGOourWh39AaC,contemporary folk;folk pop;5c11e117,musicbrainz,artist,1968,Pop
jim backus & friend,jim backus & friend,jim backus,jim backus,Jim Backus,6tdcr3Jo2khaGnN99NT2YM,spoken word,spotify,l2,1958,
jim campbell,jim campbell,jim campbell,jim campbell,Jim Campbell,4RZVLY0DJmcqKrgd83uYbE,,none,artist,1970,
jim capaldi,jim capaldi,jim capaldi,jim capaldi,Jim Capaldi,7s1RD7Wth3hwd5pZp8tF97,blues,spotify,artist,1983,Blues
jim croce,jim croce,jim croce,jim croce,Jim Croce,1R6Hx1tJ2VOUyodEpC12xM,folk rock;singer-songwriter,spotify,artist,1976,Folk
jim ed brown,jim ed brown,jim ed brown,jim ed brown,Jim Ed Brown,6XBkny92syvAWxlIX8CZAM,classic country;traditional country;honky tonk,spotify,artist,1971,Country
jim gilstrap,jim gilstrap,jim gilstrap,jim gilstrap,Jim Gilstrap,4FxICzMBJZuFuTPqOFTexw,,none,artist,1975,
jim hurt,jim hurt,jim hurt,jim hurt,Jim Hurt,0XXZ8ERIWjhUB6wzLQk4rH,,none,artist,1980,
jim jones,jim jones,jim jones,jim jones,Jim Jones,6AMa1VFQ7qCi61tCRtVWXe,hip hop;alliteration;hip hop rnb and dance hall,musicbrainz,artist,2007,HipHop
jim jones & ron browz featuring juelz santana,jim jones & ron browz,jim jones,jim jones,Jim Jones,6AMa1VFQ7qCi61tCRtVWXe,hip hop;alliteration;hip hop rnb and dance hall,musicbrainz,l2,2009,HipHop
jim kirk and the tm singers,jim kirk and the tm singers,jim kirk,jim kirk,Jim Kirk,55oSxHpy0KkTO0WPzYKiVd,,none,l2,1980,
jim photoglo,jim photoglo,jim photoglo,jim photoglo,Jim Photoglo,2MtaGjp33oMpAQ702qK4Rj,,none,artist,1981,
jim reeves,jim reeves,jim reeves,jim reeves,Jim Reeves,2Ev0e8GUIX4u7d9etNLTXg,classic country;christian country,spotify,artist,1966,Gospel
jim stafford,jim stafford,jim stafford,jim stafford,Jim Stafford,0CIdEoAG4j0tnC6IZsDr0q,,none,artist,1977,
jim steinman,jim steinman,jim steinman,jim steinman,Jim Steinman,2V3UNup4XHyqdCOGcQai1d,death by aspiration pneumonia;rock;musical,musicbrainz,artist,1981,Rock
jim weatherly,jim weatherly,jim weatherly,jim weatherly,Jim Weatherly,0KYECjrpbLM1bbgqxYB7ZF,,none,artist,1975,
jim and monica,jim and monica,jim,jim,,,,none,,1964,
jimi hendrix,jimi hendrix,jimi hendrix,jimi hendrix,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,psychedelic rock;classic rock;acid rock;blues rock,spotify,artist,1971,Rock
jimin,jimin,jimin,jimin,JIMIN,0bxSJJ7V2M4Zb9lpRzWPD8,k-pop,spotify,artist,2025,Pop
jimin & loco,jimin & loco,jimin,jimin,JIMIN,0bxSJJ7V2M4Zb9lpRzWPD8,k-pop,spotify,l2,2024,Pop
jimmie allen,jimmie allen,jimmie allen,jimmie allen,Jimmie Allen,147nKr9upHZSSxqCzh9j7c,country,spotify,artist,2023,Country
jimmie allen & brad paisley,jimmie allen & brad paisley,jimmie allen,jimmie allen,Jimmie Allen,147nKr9upHZSSxqCzh9j7c,country,spotify,l2,2022,Country
jimmie beaumont,jimmie beaumont,jimmie beaumont,jimmie beaumont,,,,none,,1961,
jimmie rodgers,jimmie rodgers,jimmie rodgers,jimmie rodgers,Jimmie Rodgers,7bKOOOKEkE918wKOQEhYnp,doo-wop,spotify,artist,1967,
"jimmy ""bo"" horne","jimmy ""bo"" horne","jimmy ""bo"" horne",jimmy bo horne,,,,none,,1978,
jimmy barnes,jimmy barnes,jimmy barnes,jimmy barnes,Jimmy Barnes,1k5aZWIOUbUfKcnMxtEivJ,aln-sh;hard rock;blues-rock;soul;rhythm and blues,musicbrainz,artist,1988,Rock
jimmy beaumont and the skyliners,jimmy beaumont and the skyliners,jimmy beaumont,jimmy beaumont,Jimmy Beaumont,5OYct2MZJUFAndjRkkU37P,northern soul;doo-wop,spotify,l2,1975,RnB
jimmy beck & his orchestra,jimmy beck & his orchestra,jimmy beck,jimmy beck,Jimmy Beck,2vIg4dmFzojpsHnurNvgio,,none,l2,1959,
jimmy bowen with the rhythm orchids,jimmy bowen with the rhythm orchids,jimmy bowen,jimmy bowen,Jimmy Bowen,6nUcMkLeIkY6By8FS5vj0V,rockabilly,spotify,l2,1958,Rock
jimmy buffett,jimmy buffett,jimmy buffett,jimmy buffett,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,country;soft rock;country rock;caribbean music;singer-songwriter,musicbrainz,artist,2023,Rock
"jimmy buffett with clint black, kenny chesney, alan jackson, toby keith & george strait","jimmy buffett with clint black, kenny chesney, alan jackson, toby keith & george strait",jimmy buffett,jimmy buffett,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,country;soft rock;country rock;caribbean music;singer-songwriter,musicbrainz,l2,2004,Rock
jimmy castor,jimmy castor,jimmy castor,jimmy castor,Jimmy Castor,2PjSvSJuXBNrG3eGH3XnZd,rock and indie;r&b;soul,musicbrainz,artist,1967,RnB
jimmy charles,jimmy charles,jimmy charles,jimmy charles,Jimmy Charles,2aWMpUpxRV3pGXVdr6Srp9,doo-wop,spotify,artist,1961,
jimmy charles and the revelletts,jimmy charles and the revelletts,jimmy charles,jimmy charles,Jimmy Charles,2aWMpUpxRV3pGXVdr6Srp9,doo-wop,spotify,l2,1960,
jimmy clanton,jimmy clanton,jimmy clanton,jimmy clanton,Jimmy Clanton,2XZXvrqedRMiKv6UWjAT4B,doo-wop,spotify,artist,1969,
jimmy clanton and his rockets,jimmy clanton and his rockets,jimmy clanton,jimmy clanton,Jimmy Clanton,2XZXvrqedRMiKv6UWjAT4B,doo-wop,spotify,l2,1958,
jimmy cliff,jimmy cliff,jimmy cliff,jimmy cliff,Jimmy Cliff,3rJ3m1tM6vUgiWLjfV8sRf,reggae;rocksteady;roots reggae,spotify,artist,1994,Reggae
jimmy cozier,jimmy cozier,jimmy cozier,jimmy cozier,Jimmy Cozier,2MxZPQ1KnDgKExusivK6oO,jazz,musicbrainz,artist,2001,Jazz
jimmy cross,jimmy cross,jimmy cross,jimmy cross,Jimmy Cross,4eKMkGVTuUvP80KG6Aq1gO,,none,artist,1965,
jimmy darren,jimmy darren,jimmy darren,jimmy darren,,,,none,,1959,
jimmy davis & junction,jimmy davis & junction,jimmy davis,jimmy davis,Jimmy Davis & Junction,2FoHRKcDEOgMNctbXHWsQj,aor;arena rock,spotify,artist,1987,Rock
jimmy dean,jimmy dean,jimmy dean,jimmy dean,Jimmy Dean,1RaDKTFXuy0qA8YV1h9SwC,classic country,spotify,artist,1976,Country
jimmy delphs,jimmy delphs,jimmy delphs,jimmy delphs,,,,none,,1968,
jimmy durante,jimmy durante,jimmy durante,jimmy durante,Jimmy Durante,5FNHfTn3yzVpqdUyWwej0v,adult standards,spotify,artist,1963,
jimmy eat world,jimmy eat world,jimmy eat world,jimmy eat world,Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,emo;pop punk,spotify,artist,2005,Rock
jimmy elledge,jimmy elledge,jimmy elledge,jimmy elledge,Jimmy Elledge,4xJgf5FGAe5qNMV7vh8uO7,,none,artist,1962,
jimmy fallon featuring will.i.am,jimmy fallon,jimmy fallon,jimmy fallon,Jimmy Fallon,7mAcgRMD6EfCKHO6cIkDOP,christmas,spotify,l1,2014,
jimmy gilmer and the fireballs,jimmy gilmer and the fireballs,jimmy gilmer,jimmy gilmer,Jimmy Gilmer,6Vg8U5m1yHwqRyQMi87tay,,none,l2,1964,
jimmy hall,jimmy hall,jimmy hall,jimmy hall,Jimmy Hall,0MluOkiVkAQl3zztr8pJ0w,,none,artist,1982,
jimmy harnen with synch,jimmy harnen with synch,jimmy harnen,jimmy harnen,,,,none,,1989,
jimmy holiday,jimmy holiday,jimmy holiday,jimmy holiday,Jimmy Holiday,6gOZp4VmgZVkbvEjIwzsTJ,northern soul,spotify,artist,1966,RnB
jimmy hughes,jimmy hughes,jimmy hughes,jimmy hughes,Jimmy Hughes,3n2wo77JXqocwxtlFKAK5g,northern soul,spotify,artist,1967,RnB
jimmy james & the vagabonds,jimmy james & the vagabonds,jimmy james,jimmy james,Jimmy James & The Vagabonds,3bflLnRrSv2lbgQHyhFP7l,northern soul,spotify,artist,1976,RnB
jimmy jones,jimmy jones,jimmy jones,jimmy jones,Jimmy JONES,0cB7D34yXpaw5NeBCjjqhf,,none,artist,1961,
jimmy mccracklin,jimmy mccracklin,jimmy mccracklin,jimmy mccracklin,Jimmy McCracklin,58CohJpaPmE4H0fXEAnt4i,boogie-woogie;soul blues;blues;classic blues;rockabilly,spotify,artist,1966,Rock
jimmy mcgriff,jimmy mcgriff,jimmy mcgriff,jimmy mcgriff,Jimmy McGriff,1A0QR12gcj2L5hYh1WWDeh,jazz funk;soul jazz;hard bop;jazz blues;acid jazz,spotify,artist,1968,RnB
jimmy norman,jimmy norman,jimmy norman,jimmy norman,Jimmy Norman,08cTJ0ul1OHZgf7bw5c1TM,,none,artist,1962,
jimmy ray,jimmy ray,jimmy ray,jimmy ray,Jimmy Ray,73SqYF4E1VmJj8bySH3Het,hi-nrg;hypertechno,spotify,artist,1998,Electronic
jimmy reed,jimmy reed,jimmy reed,jimmy reed,Jimmy Reed,41ZMMuFFLPTVPkUsSI5KlV,blues;classic blues,spotify,artist,1963,Blues
jimmy roselli,jimmy roselli,jimmy roselli,jimmy roselli,Jimmy Roselli,7IbQOrbuDPJu0mac9pDwf3,,none,artist,1967,
jimmy ruffin,jimmy ruffin,jimmy ruffin,jimmy ruffin,Jimmy Ruffin,0hF0PwB04hnXfYMiZWfJzy,motown;northern soul;classic soul;soul,spotify,artist,1980,RnB
jimmy ryser,jimmy ryser,jimmy ryser,jimmy ryser,Jimmy Ryser,0BB5YSCmMcaWLSB9D4vkiI,aor;arena rock,spotify,artist,1990,Rock
jimmy smith,jimmy smith,jimmy smith,jimmy smith,Jimmy Smith,5GXruybcLmXPjR9rKKFyS6,hard bop;soul jazz;jazz;jazz blues;jazz funk,spotify,artist,1968,RnB
jimmy smith and the big band,jimmy smith and the big band,jimmy smith,jimmy smith,Jimmy Smith,5GXruybcLmXPjR9rKKFyS6,hard bop;soul jazz;jazz;jazz blues;jazz funk,spotify,l2,1962,RnB
jimmy smith with kenny burrell and grady tate,jimmy smith with kenny burrell and grady tate,jimmy smith,jimmy smith,Jimmy Smith,5GXruybcLmXPjR9rKKFyS6,hard bop;soul jazz;jazz;jazz blues;jazz funk,spotify,l2,1965,RnB
jimmy somerville,jimmy somerville,jimmy somerville,jimmy somerville,Jimmy Somerville,6LQeBFIfD4C22RJVVjQ6S7,hi-nrg;synthpop,spotify,artist,1990,Pop
jimmy soul,jimmy soul,jimmy soul,jimmy soul,Jimmy Soul,7k4MYPtpz3fAViMuuLi9ry,,none,artist,1963,
jimmy velvet,jimmy velvet,jimmy velvet,jimmy velvet,Jimmy Velvet,67WqvGaFBKDUjucrKjAaFA,,none,artist,1965,
jimmy wayne,jimmy wayne,jimmy wayne,jimmy wayne,Jimmy Wayne,60h3lZFY2T93K7qxVPrajf,christian country,spotify,artist,2008,Gospel
jimmy witherspoon,jimmy witherspoon,jimmy witherspoon,jimmy witherspoon,Jimmy Witherspoon,44nM3WIVyb84xoxLOgfJUp,blues;2008 universal fire victim,musicbrainz,artist,1965,Blues
jimmy witter,jimmy witter,jimmy witter,jimmy witter,Jimmy Witter,2QQaSfuhgy97XYKAUHVstp,rockabilly;psychobilly,spotify,artist,1961,Rock
jin,jin,jin,jin,Jin,7to1UlTpu40h7CpjRPkGqA,vocaloid,spotify,artist,2025,
jinny,jinny,jinny,jinny,Jinny,41iU1l6aLVoBpIQMusSbF2,italo house,musicbrainz,artist,1991,Electronic
jive bunny & the mastermixers,jive bunny & the mastermixers,jive bunny,jive bunny,,,rock;pop;british;uk;rock and roll,musicbrainz,,1990,Pop
jivin' gene and the jokers,jivin' gene and the jokers,jivin' gene,jivin gene,Jivin' Gene,3vTSVyoG5zU5ralPeMjQtW,cajun;zydeco,spotify,l2,1959,
jo ann & troy,jo ann & troy,jo ann,jo ann,,,,none,,1965,
jo ann campbell,jo ann campbell,jo ann campbell,jo ann campbell,Jo Ann Campbell,1PY8j7weiWfQMdTGbTjVxc,rockabilly;traditional country;doo-wop,spotify,artist,1963,Rock
jo dee messina,jo dee messina,jo dee messina,jo dee messina,Jo Dee Messina,3ltFy7g6KKQPPttsdOMlq3,country;classic country,spotify,artist,2005,Country
jo dee messina with tim mcgraw,jo dee messina with tim mcgraw,jo dee messina,jo dee messina,Jo Dee Messina,3ltFy7g6KKQPPttsdOMlq3,country;classic country,spotify,l2,2002,Country
jo jo gunne,jo jo gunne,jo jo gunne,jo jo gunne,Jo Jo Gunne,180M0URr7cSwB94IZToyLH,,none,artist,1972,
jojo,jojo,jojo,jojo,JoJo,5xuNBZoM7z1Vv8IQ6uM0p6,pop;teen pop;hip hop;soul;pop and chart,musicbrainz,artist,2011,Pop
jojo featuring bow wow,jojo,jojo,jojo,JoJo,5xuNBZoM7z1Vv8IQ6uM0p6,pop;teen pop;hip hop;soul;pop and chart,musicbrainz,l1,2005,Pop
joan armatrading,joan armatrading,joan armatrading,joan armatrading,Joan Armatrading,1bdAJUX6JPsnYHbTl5jbk6,singer-songwriter,spotify,artist,1983,Folk
joan baez,joan baez,joan baez,joan baez,Joan Baez,1EevBGfUh3RSQSGpluxgBm,folk;folk rock;singer-songwriter;traditional folk,spotify,artist,1975,Folk
joan jett,joan jett,joan jett,joan jett,Joan Jett,0A2Dl50E08EcI0bcDF8i2o,rock;hard rock;usa;classic rock,musicbrainz,artist,1990,Rock
joan jett & the blackhearts,joan jett & the blackhearts,joan jett,joan jett,Joan Jett,0A2Dl50E08EcI0bcDF8i2o,rock;hard rock;usa;classic rock,musicbrainz,l2,1989,Rock
joan osborne,joan osborne,joan osborne,joan osborne,Joan Osborne,0djV4iaxhNfYWpH60ia85o,rock;pop;folk;blues rock;country rock,musicbrainz,artist,1996,Rock
joanie sommers,joanie sommers,joanie sommers,joanie sommers,Joanie Sommers,64ZUngtVBOg6z3kKagoZhU,northern soul,spotify,artist,1962,RnB
joboxers,joboxers,joboxers,joboxers,,,,none,,1983,
jocelyn brown,jocelyn brown,jocelyn brown,jocelyn brown,Jocelyn Brown,2ga5ADaBpljQ3YrCh99ZMq,boogie;background vocalist;disco;pop;r&b,musicbrainz,artist,1984,Pop
jocelyn enriquez,jocelyn enriquez,jocelyn enriquez,jocelyn enriquez,Jocelyn Enriquez,5hgxMFtaWAhh6LDHdVBZLB,freestyle;funk melody,spotify,artist,1997,RnB
jodeci,jodeci,jodeci,jodeci,Jodeci,1eNkUXHPaXyuyC8NAgzykK,new jack swing;quiet storm;r&b,spotify,artist,1996,RnB
jodie sands,jodie sands,jodie sands,jodie sands,Jodie Sands,2CwhAAsaeSXrHlA8naUeyV,adult standards,spotify,artist,1958,
jody miller,jody miller,jody miller,jody miller,Jody Miller,656TGMl6uRQSQlFRVCKt7w,traditional country,spotify,artist,1971,Country
jody reynolds,jody reynolds,jody reynolds,jody reynolds,Jody Reynolds,4j07I8NDDAMIy4BWc6aqOj,rockabilly,spotify,artist,1958,Rock
jody watley,jody watley,jody watley,jody watley,Jody Watley,71aKjsWKYqASAffyIQaocZ,new jack swing;freestyle,spotify,artist,1998,RnB
jody watley with eric b. & rakim,jody watley with eric b. & rakim,jody watley,jody watley,Jody Watley,71aKjsWKYqASAffyIQaocZ,new jack swing;freestyle,spotify,l2,1989,RnB
joe,joe,joe,joe,Joe,3zTOe1BtyTkwNvYZOxXktX,r&b;quiet storm,spotify,artist,2007,RnB
"joe ""bean"" esposito","joe ""bean"" esposito","joe ""bean"" esposito",joe bean esposito,,,,none,,1983,
joe barry,joe barry,joe barry,joe barry,Joe Barry,2eMH8MCrUhu9NVcH0Hv83z,cajun;zydeco;modern blues,spotify,artist,1961,Blues
joe budden,joe budden,joe budden,joe budden,Joe Budden,1SAugjIcuwNPKS4urSB7A6,hip hop;east coast hip hop;soul and reggae,musicbrainz,artist,2003,HipHop
joe budden featuring lil wayne & tank,joe budden,joe budden,joe budden,Joe Budden,1SAugjIcuwNPKS4urSB7A6,hip hop;east coast hip hop;soul and reggae,musicbrainz,l1,2013,HipHop
joe cocker,joe cocker,joe cocker,joe cocker,Joe Cocker,3pFCERyEiP5xeN2EsPXhjI,rock;pop;british;pop rock;rhythm & blues,musicbrainz,artist,1990,Rock
joe cocker and jennifer warnes,joe cocker and jennifer warnes,joe cocker,joe cocker,Joe Cocker,3pFCERyEiP5xeN2EsPXhjI,rock;pop;british;pop rock;rhythm & blues,musicbrainz,l2,1983,Rock
joe cocker and the chris stainton band,joe cocker and the chris stainton band,joe cocker,joe cocker,Joe Cocker,3pFCERyEiP5xeN2EsPXhjI,rock;pop;british;pop rock;rhythm & blues,musicbrainz,l2,1973,Rock
joe cocker with leon russell & the shelter people,joe cocker with leon russell & the shelter people,joe cocker,joe cocker,Joe Cocker,3pFCERyEiP5xeN2EsPXhjI,rock;pop;british;pop rock;rhythm & blues,musicbrainz,l2,1970,Rock
joe damiano,joe damiano,joe damiano,joe damiano,,,,none,,1959,
joe diffie,joe diffie,joe diffie,joe diffie,Joe Diffie,3THMgU4KdL7LlO5TEREs2g,classic country;country,spotify,artist,2002,Country
joe dolce,joe dolce,joe dolce,joe dolce,Joe Dolce,4wUEfafmKVXlwEiz9RdPFc,aln-sh,musicbrainz,artist,1981,
joe dowell,joe dowell,joe dowell,joe dowell,Joe Dowell,1b5taabb9eKSbyzVFVtEjh,,none,artist,1962,
joe fagin,joe fagin,joe fagin,joe fagin,Joe Fagin,7uHFuiwBAwAVGXml2UIjKc,pop,musicbrainz,artist,1982,Pop
joe featuring g-unit,joe,joe,joe,Joe,3zTOe1BtyTkwNvYZOxXktX,r&b;quiet storm,spotify,l1,2004,RnB
joe featuring mystikal,joe,joe,joe,Joe,3zTOe1BtyTkwNvYZOxXktX,r&b;quiet storm,spotify,l1,2001,RnB
joe harnell and his orchestra,joe harnell and his orchestra,joe harnell,joe harnell,Joe Harnell,2VSItkPmLJg1zckWeMdT01,,none,l2,1963,
joe henderson,joe henderson,joe henderson,joe henderson,Joe Henderson,3BG0nwVh3Gc7cuT4XdsLtt,hard bop;jazz;bebop;free jazz;cool jazz,spotify,artist,1962,Jazz
joe hinton,joe hinton,joe hinton,joe hinton,Joe Hinton,2KjHHegzN6WkxpPGvkdU4c,northern soul;motown;classic soul,spotify,artist,1964,RnB
joe jackson,joe jackson,joe jackson,joe jackson,Joe Jackson,6KOqPxwfNAmZPkiCnDE9yT,new wave;power pop,spotify,artist,1984,Pop
joe jonas,joe jonas,joe jonas,joe jonas,Joe Jonas,7gbmX8SsfjEjxDMzBi1ZOL,,none,artist,2011,
joe jones,joe jones,joe jones,joe jones,Joe Jones,6gFJPZbJEHf1W1c2uxg1cL,jazz;hard bop;post-bop;bebop,musicbrainz,artist,1961,Jazz
joe medlin,joe medlin,joe medlin,joe medlin,,,,none,,1959,
joe nichols,joe nichols,joe nichols,joe nichols,Joe Nichols,4aJTB79uwT4sP0Nb8QGWHc,country;acoustic country,spotify,artist,2014,Country
joe perkins,joe perkins,joe perkins,joe perkins,Joe Perkins,1sFbpu494RLEGW1JYTSamq,,none,artist,1963,
joe public,joe public,joe public,joe public,Joe Public,1wY2joQEGGPsFJvlbTkFaz,new jack swing;contemporary r&b,musicbrainz,artist,1992,RnB
joe reisman orch. & chorus,joe reisman orch. & chorus,joe reisman orch.,joe reisman orch,,,,none,,1961,
"joe sherman, his orchestra and chorus","joe sherman, his orchestra and chorus",joe sherman,joe sherman,Joe Sherman,5TpFOJbmNiLwu3bluMpxAz,anti-folk;go-go,spotify,l2,1963,Folk
joe simon,joe simon,joe simon,joe simon,Joe Simon,1AJg5pSv3kWL1NCVM3QZOP,soul,musicbrainz,artist,1975,RnB
joe simon featuring the mainstreeters,joe simon,joe simon,joe simon,Joe Simon,1AJg5pSv3kWL1NCVM3QZOP,soul,musicbrainz,l1,1973,RnB
joe south,joe south,joe south,joe south,Joe South,3qhXBCpLtJwCS0nEWiadrC,singer-songwriter;rockabilly;country;classic pop and rock;country soul,musicbrainz,artist,1971,Pop
joe south and the believers,joe south and the believers,joe south,joe south,Joe South,3qhXBCpLtJwCS0nEWiadrC,singer-songwriter;rockabilly;country;classic pop and rock;country soul,musicbrainz,l2,1970,Pop
joe stampley,joe stampley,joe stampley,joe stampley,Joe Stampley,0bRY1ri3TKSfD5BRU8CvaJ,classic country;traditional country;honky tonk;outlaw country,spotify,artist,1973,Country
joe sun,joe sun,joe sun,joe sun,Joe Sun,69yy2nd13aeAbJuRYknm94,traditional country,spotify,artist,1980,Country
joe tex,joe tex,joe tex,joe tex,Joe Tex,5tWz5OFiXjAOWzGM9lGZRz,soul,musicbrainz,artist,1977,RnB
joe turner,joe turner,joe turner,joe turner,Joe Turner,7GuP7k1TX7viMFB59KDLbt,blues;jump blues;r&b;rock and roll;death by heart attack,musicbrainz,artist,1960,Rock
joe walsh,joe walsh,joe walsh,joe walsh,Joe Walsh,5bDxAyJiTYBat1YnFJhvEK,classic rock;southern rock,spotify,artist,1983,Rock
joel corry x mnek,joel corry x mnek,joel corry,joel corry,Joel Corry,6DgP9otnZw5z6daOntINxp,dance pop,spotify,l2,2020,Pop
joel diamond,joel diamond,joel diamond,joel diamond,Joel Diamond,45mL4OArt7eWF8FQ03aQyD,,none,artist,1981,
joey b. ellis & tynetta hare,joey b. ellis & tynetta hare,joey b. ellis,joey b ellis,Joey B. Ellis,3enaYEWvKatANTbLxRVMaR,new jack swing,spotify,l2,1991,RnB
joey dee,joey dee,joey dee,joey dee,Joey Dee,7AhwU55MQG9KtNtwr9JoZN,doo-wop,spotify,artist,1963,
joey dee & the starliters,joey dee & the starliters,joey dee,joey dee,Joey Dee,7AhwU55MQG9KtNtwr9JoZN,doo-wop,spotify,l2,1963,
joey heatherton,joey heatherton,joey heatherton,joey heatherton,Joey Heatherton,2ZIeThCJV4PpDwNr6lgSni,northern soul,spotify,artist,1973,RnB
joey kid,joey kid,joey kid,joey kid,Joey Kid,6fre5CenwJZSshWcfYfSoD,freestyle;chicago house;funk melody,spotify,artist,1990,RnB
joey lawrence,joey lawrence,joey lawrence,joey lawrence,Joey Lawrence,4FsQzIQN32waEatAdYweSJ,new jack swing,spotify,artist,1993,RnB
joey mcintyre,joey mcintyre,joey mcintyre,joey mcintyre,Joey McIntyre,3SIW6eVIZSz9V05WsaKIr3,,none,artist,1999,
joey powers,joey powers,joey powers,joey powers,Joey Powers,34zudYAaTtp0ulMMSpdcrc,adult standards,spotify,artist,1964,
joey scarbury,joey scarbury,joey scarbury,joey scarbury,Joey Scarbury,5V9pNqcN25JXuH88g7lq2o,yacht rock,spotify,artist,1981,Rock
joey travolta,joey travolta,joey travolta,joey travolta,Joey Travolta,0srkA3boJm8wdqwBIOPfeD,,none,artist,1978,
john & anne ryder,john & anne ryder,john,john,,,,none,,1969,
john & ernest,john & ernest,john,john,,,,none,,1973,
john & yoko/the plastic ono band with the harlem community choir,john & yoko,john,john,,,,none,,2024,
john anderson,john anderson,john anderson,john anderson,John Anderson,3U7k7hBsHF9dy4ELW53Wrv,classic country;country;traditional country,spotify,artist,1983,Country
john baldry,john baldry,john baldry,john baldry,John Baldry,23a7RRnIpe5rS97rEU0MzC,boogie-woogie;blues;blues rock,spotify,artist,1971,Rock
john barry and his orchestra,john barry and his orchestra,john barry,john barry,John Barry And His Orchestra,6TmP52vEbVpUASqclk1HDN,calypso,spotify,artist,1965,
john belushi,john belushi,john belushi,john belushi,John Belushi,74t3dvHCvHCs5Vcp9l7cvi,actor;death by cocaine;death by heroin,musicbrainz,artist,1978,
john cafferty,john cafferty,john cafferty,john cafferty,John Cafferty,0fPK3TAseRcy6sAS8U8pEw,american,musicbrainz,artist,1986,
john cafferty & the beaver brown band,john cafferty & the beaver brown band,john cafferty,john cafferty,John Cafferty,0fPK3TAseRcy6sAS8U8pEw,american,musicbrainz,l2,1989,
