artist,l1,l2,l3,matched_name,spotify_artist_id,genres_raw,source,matched_from,last_chart_year
lil durk featuring jhene aiko,lil durk,lil durk,lil durk,Lil Durk,3hcs9uc56yIGFCSy9leWe7,chicago drill;drill,spotify,l1,2025
lil durk featuring juice wrld,lil durk,lil durk,lil durk,Lil Durk,3hcs9uc56yIGFCSy9leWe7,chicago drill;drill,spotify,l1,2023
lil durk featuring kodak black,lil durk,lil durk,lil durk,Lil Durk,3hcs9uc56yIGFCSy9leWe7,chicago drill;drill,spotify,l1,2023
lil durk featuring lil baby,lil durk,lil durk,lil durk,Lil Durk,3hcs9uc56yIGFCSy9leWe7,chicago drill;drill,spotify,l1,2025
lil durk featuring lil baby & polo g,lil durk,lil durk,lil durk,Lil Durk,3hcs9uc56yIGFCSy9leWe7,chicago drill;drill,spotify,l1,2020
lil durk featuring morgan wallen,lil durk,lil durk,lil durk,Lil Durk,3hcs9uc56yIGFCSy9leWe7,chicago drill;drill,spotify,l1,2023
lil durk featuring pooh shiesty,lil durk,lil durk,lil durk,Lil Durk,3hcs9uc56yIGFCSy9leWe7,chicago drill;drill,spotify,l1,2021
lil durk featuring summer walker,lil durk,lil durk,lil durk,Lil Durk,3hcs9uc56yIGFCSy9leWe7,chicago drill;drill,spotify,l1,2022
"lil durk, 6lack & young thug","lil durk, 6lack & young thug",lil durk,lil durk,Lil Durk,3hcs9uc56yIGFCSy9leWe7,chicago drill;drill,spotify,l2,2021
lil jon & the east side boyz featuring lil scrappy,lil jon & the east side boyz,lil jon,lil jon,Lil Jon & The East Side Boyz,3ciRvbBIVz9fBoPbtSYq4x,crunk;southern hip hop,spotify,l1,2005
"lil jon & the east side boyz featuring ludacris, too short, big kap & chyna whyte",lil jon & the east side boyz,lil jon,lil jon,Lil Jon & The East Side Boyz,3ciRvbBIVz9fBoPbtSYq4x,crunk;southern hip hop,spotify,l1,2001
lil jon & the east side boyz featuring usher & ludacris,lil jon & the east side boyz,lil jon,lil jon,Lil Jon & The East Side Boyz,3ciRvbBIVz9fBoPbtSYq4x,crunk;southern hip hop,spotify,l1,2005
lil jon & the east side boyz featuring ying yang twins,lil jon & the east side boyz,lil jon,lil jon,Lil Jon & The East Side Boyz,3ciRvbBIVz9fBoPbtSYq4x,crunk;southern hip hop,spotify,l1,2004
lil jon featuring 3oh!3,lil jon,lil jon,lil jon,Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,crunk,spotify,l1,2010
lil jon featuring e-40 & sean paul of the youngbloodz,lil jon,lil jon,lil jon,Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,crunk,spotify,l1,2006
lil jon featuring lmfao,lil jon,lil jon,lil jon,Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,crunk,spotify,l1,2010
lil jon featuring tyga,lil jon,lil jon,lil jon,Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,crunk,spotify,l1,2014
lil louis,lil louis,lil louis,lil louis,Lil Louis,76geAeGYwNHWG5jLRxPgFq,german hip hop,spotify,artist,1990
lil mabu,lil mabu,lil mabu,lil mabu,Lil Mabu,6FAo7ORAHEzSSf5q10LLfN,new york drill;drill,spotify,artist,2023
lil mabu & chriseanrock,lil mabu & chriseanrock,lil mabu,lil mabu,Lil Mabu,6FAo7ORAHEzSSf5q10LLfN,new york drill;drill,spotify,l2,2023
lil mama,lil mama,lil mama,lil mama,Lil Mama,5qK5bOC6wLtuLhG5KvU17c,,none,artist,2007
lil mama featuring chris brown & t-pain,lil mama,lil mama,lil mama,Lil Mama,5qK5bOC6wLtuLhG5KvU17c,,none,l1,2008
lil mosey,lil mosey,lil mosey,lil mosey,Lil Mosey,5zctI4wO9XSKS8XwcnqEHk,melodic rap,spotify,artist,2020
lil mosey x gunna,lil mosey x gunna,lil mosey,lil mosey,Lil Mosey,5zctI4wO9XSKS8XwcnqEHk,melodic rap,spotify,l2,2019
lil nas x,lil nas x,lil nas,lil nas,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,,none,artist,2024
lil nas x & jack harlow,lil nas x & jack harlow,lil nas,lil nas,Lil Nas,6tlvuQIsRVZouZvWJkFXmb,,none,l2,2022
lil nas x & youngboy never broke again,lil nas x & youngboy never broke again,lil nas,lil nas,Lil Nas,6tlvuQIsRVZouZvWJkFXmb,,none,l2,2022
lil nas x featuring billy ray cyrus,lil nas x,lil nas,lil nas,Lil Nas,6tlvuQIsRVZouZvWJkFXmb,,none,l2,2020
lil nas x featuring doja cat,lil nas x,lil nas,lil nas,Lil Nas,6tlvuQIsRVZouZvWJkFXmb,,none,l2,2021
lil nas x featuring elton john,lil nas x,lil nas,lil nas,Lil Nas,6tlvuQIsRVZouZvWJkFXmb,,none,l2,2021
lil nas x featuring megan thee stallion,lil nas x,lil nas,lil nas,Lil Nas,6tlvuQIsRVZouZvWJkFXmb,,none,l2,2021
lil nas x featuring miley cyrus,lil nas x,lil nas,lil nas,Lil Nas,6tlvuQIsRVZouZvWJkFXmb,,none,l2,2021
lil peep,lil peep,lil peep,lil peep,Lil Peep,2kCcBybjl3SAtIcwdWpUe3,emo rap;cloud rap,spotify,artist,2017
lil peep & xxxtentacion,lil peep & xxxtentacion,lil peep,lil peep,Lil Peep,2kCcBybjl3SAtIcwdWpUe3,emo rap;cloud rap,spotify,l2,2018
lil peep & ilovemakonnen featuring fall out boy,lil peep & ilovemakonnen,lil peep,lil peep,Lil Peep,2kCcBybjl3SAtIcwdWpUe3,emo rap;cloud rap,spotify,l2,2019
lil pump,lil pump,lil pump,lil pump,Lil Pump,3wyVrVrFCkukjdVIdirGVY,,none,artist,2019
lil pump featuring lil wayne,lil pump,lil pump,lil pump,Lil Pump,3wyVrVrFCkukjdVIdirGVY,,none,l1,2019
lil rob,lil rob,lil rob,lil rob,Lil Rob,7B7TGqQe7QTVm2U6q8jzk1,mexican hip hop;latin hip hop;g-funk,spotify,artist,2006
lil scrappy,lil scrappy,lil scrappy,lil scrappy,Lil Scrappy,5einkgXXrjhfYCyac1FANB,crunk;southern hip hop,spotify,artist,2004
lil scrappy featuring young buck,lil scrappy,lil scrappy,lil scrappy,Lil Scrappy,5einkgXXrjhfYCyac1FANB,crunk;southern hip hop,spotify,l1,2007
lil shordie scott,lil shordie scott,lil shordie scott,lil shordie scott,lil Shordie Scott,1r29dFdSenwksTQdkH7r6I,,none,artist,2022
lil skies,lil skies,lil skies,lil skies,Lil Skies,7d3WFRME3vBY2cgoP38RDo,melodic rap,spotify,artist,2019
lil skies featuring landon cube,lil skies,lil skies,lil skies,Lil Skies,7d3WFRME3vBY2cgoP38RDo,melodic rap,spotify,l1,2018
lil skies featuring yung pinch,lil skies,lil skies,lil skies,Lil Skies,7d3WFRME3vBY2cgoP38RDo,melodic rap,spotify,l1,2018
lil suzy,lil suzy,lil suzy,lil suzy,Lil Suzy,5HPsVk1MblCoa44WLJsQwN,freestyle;funk melody;miami bass;latin hip hop;chicago house,spotify,artist,1998
lil tecca,lil tecca,lil tecca,lil tecca,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,melodic rap;rap,spotify,artist,2025
lil tecca & gunna,lil tecca & gunna,lil tecca,lil tecca,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,melodic rap;rap,spotify,l2,2021
lil tecca & kodak black,lil tecca & kodak black,lil tecca,lil tecca,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,melodic rap;rap,spotify,l2,2023
lil tecca & lil uzi vert,lil tecca & lil uzi vert,lil tecca,lil tecca,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,melodic rap;rap,spotify,l2,2020
lil tecca & polo g featuring lil durk,lil tecca & polo g,lil tecca,lil tecca,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,melodic rap;rap,spotify,l2,2020
lil tjay,lil tjay,lil tjay,lil tjay,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,brooklyn drill;melodic rap,spotify,artist,2022
lil tjay featuring 6lack,lil tjay,lil tjay,lil tjay,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,brooklyn drill;melodic rap,spotify,l1,2021
lil tjay featuring fivio foreign & pop smoke,lil tjay,lil tjay,lil tjay,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,brooklyn drill;melodic rap,spotify,l1,2020
lil tjay featuring offset & moneybagg yo,lil tjay,lil tjay,lil tjay,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,brooklyn drill;melodic rap,spotify,l1,2021
"lil tjay, fivio foreign & kay flock","lil tjay, fivio foreign & kay flock",lil tjay,lil tjay,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,brooklyn drill;melodic rap,spotify,l2,2021
"lil tjay, polo g & fivio foreign","lil tjay, polo g & fivio foreign",lil tjay,lil tjay,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,brooklyn drill;melodic rap,spotify,l2,2021
lil uzi vert,lil uzi vert,lil uzi vert,lil uzi vert,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,melodic rap,spotify,artist,2024
lil uzi vert & 21 savage,lil uzi vert & 21 savage,lil uzi vert,lil uzi vert,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,melodic rap,spotify,l2,2020
lil uzi vert featuring bring me the horizon,lil uzi vert,lil uzi vert,lil uzi vert,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,melodic rap,spotify,l1,2023
lil uzi vert featuring chief keef,lil uzi vert,lil uzi vert,lil uzi vert,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,melodic rap,spotify,l1,2020
lil uzi vert featuring don toliver,lil uzi vert,lil uzi vert,lil uzi vert,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,melodic rap,spotify,l1,2023
lil uzi vert featuring future,lil uzi vert,lil uzi vert,lil uzi vert,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,melodic rap,spotify,l1,2020
lil uzi vert featuring lil durk,lil uzi vert,lil uzi vert,lil uzi vert,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,melodic rap,spotify,l1,2020
lil uzi vert featuring nav,lil uzi vert,lil uzi vert,lil uzi vert,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,melodic rap,spotify,l1,2020
lil uzi vert featuring nicki minaj,lil uzi vert,lil uzi vert,lil uzi vert,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,melodic rap,spotify,l1,2023
lil uzi vert featuring pharrell williams,lil uzi vert,lil uzi vert,lil uzi vert,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,melodic rap,spotify,l1,2017
lil uzi vert featuring syd,lil uzi vert,lil uzi vert,lil uzi vert,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,melodic rap,spotify,l1,2020
lil uzi vert featuring the weeknd,lil uzi vert,lil uzi vert,lil uzi vert,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,melodic rap,spotify,l1,2017
lil uzi vert featuring travis scott,lil uzi vert,lil uzi vert,lil uzi vert,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,melodic rap,spotify,l1,2023
lil uzi vert featuring young nudy,lil uzi vert,lil uzi vert,lil uzi vert,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,melodic rap,spotify,l1,2020
lil uzi vert featuring young thug,lil uzi vert,lil uzi vert,lil uzi vert,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,melodic rap,spotify,l1,2020
lil uzi vert featuring young thug & gunna,lil uzi vert,lil uzi vert,lil uzi vert,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,melodic rap,spotify,l1,2020
lil wayne,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,artist,2025
lil wayne & 2 chainz,lil wayne & 2 chainz,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l2,2025
lil wayne & bigxthaplug featuring jay jones,lil wayne & bigxthaplug,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l2,2025
lil wayne & charlie puth,lil wayne & charlie puth,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l2,2015
lil wayne featuring 2 chainz,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2013
lil wayne featuring ashanti & mack maine,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2018
lil wayne featuring big sean,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2012
lil wayne featuring big sean & lil baby,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2020
lil wayne featuring bobby valentino & kidd kidd,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2009
lil wayne featuring bruno mars,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2012
lil wayne featuring cory gunz,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2011
lil wayne featuring dmx,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2023
lil wayne featuring detail,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2013
lil wayne featuring drake,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2014
lil wayne featuring drake & future,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2013
lil wayne featuring drake & jadakiss,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2011
lil wayne featuring eminem,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2010
lil wayne featuring gudda,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2010
lil wayne featuring jay-z,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2008
lil wayne featuring john legend,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2011
lil wayne featuring juelz santana & fabolous,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2008
lil wayne featuring kendrick lamar,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2018
lil wayne featuring nicki minaj,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2018
lil wayne featuring nivea,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2018
lil wayne featuring reginae carter,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2018
lil wayne featuring rich the kid,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2021
lil wayne featuring rick ross,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2011
lil wayne featuring shanell aka snl,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2010
lil wayne featuring snoop dogg,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2018
lil wayne featuring sosamann,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2018
lil wayne featuring static major,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2008
lil wayne featuring t-pain,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2011
lil wayne featuring travis scott,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2018
lil wayne featuring xxxtentacion,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l1,2018
"lil wayne, jelly roll & big sean","lil wayne, jelly roll & big sean",lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l2,2025
"lil wayne, wiz khalifa & imagine dragons with logic & ty dolla $ign feat. x ambassadors","lil wayne, wiz khalifa & imagine dragons with logic & ty dolla $ign",lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l2,2016
lil xan,lil xan,lil xan,lil xan,Lil Xan,3EXdLajEO02ziZ90P90bSW,cloud rap,spotify,artist,2018
lil yachty,lil yachty,lil yachty,lil yachty,Lil Yachty,6icQOAFXDZKsumw3YXyusw,,none,artist,2024
lil yachty & j. cole,lil yachty & j. cole,lil yachty,lil yachty,Lil Yachty,6icQOAFXDZKsumw3YXyusw,,none,l2,2023
"lil yachty & tierra whack featuring a$ap rocky & tyler, the creator",lil yachty & tierra whack,lil yachty,lil yachty,Lil Yachty,6icQOAFXDZKsumw3YXyusw,,none,l2,2020
lil yachty & veeze,lil yachty & veeze,lil yachty,lil yachty,Lil Yachty,6icQOAFXDZKsumw3YXyusw,,none,l2,2024
lil yachty & ian,lil yachty & ian,lil yachty,lil yachty,Lil Yachty,6icQOAFXDZKsumw3YXyusw,,none,l2,2024
lil yachty featuring juice wrld,lil yachty,lil yachty,lil yachty,Lil Yachty,6icQOAFXDZKsumw3YXyusw,,none,l1,2018
lil yachty featuring kodak black,lil yachty,lil yachty,lil yachty,Lil Yachty,6icQOAFXDZKsumw3YXyusw,,none,l1,2021
lil yachty featuring migos,lil yachty,lil yachty,lil yachty,Lil Yachty,6icQOAFXDZKsumw3YXyusw,,none,l1,2017
lil yachty featuring nba youngboy,lil yachty,lil yachty,lil yachty,Lil Yachty,6icQOAFXDZKsumw3YXyusw,,none,l1,2018
lil yachty featuring playboi carti,lil yachty,lil yachty,lil yachty,Lil Yachty,6icQOAFXDZKsumw3YXyusw,,none,l1,2018
lil yachty featuring trippie redd,lil yachty,lil yachty,lil yachty,Lil Yachty,6icQOAFXDZKsumw3YXyusw,,none,l1,2018
lil yachty featuring ugly god,lil yachty,lil yachty,lil yachty,Lil Yachty,6icQOAFXDZKsumw3YXyusw,,none,l1,2018
"lil yachty, drake & dababy","lil yachty, drake & dababy",lil yachty,lil yachty,Lil Yachty,6icQOAFXDZKsumw3YXyusw,,none,l2,2020
lil' boosie featuring yung joc,lil' boosie,lil' boosie,lil boosie,Lil Boosie,5ssZNoAqgH8OnREqpoxvt3,,none,l3,2007
lil' duval featuring snoop dogg & ball greezy,lil' duval,lil' duval,lil duval,Lil Duval,6YiHht3u7FFszle72kpbdQ,,none,l3,2019
lil' flip,lil' flip,lil' flip,lil flip,Lil' Flip,4Q5sPmM8j4SpMqL4UA1DtS,southern hip hop;crunk,spotify,artist,2004
lil' flip featuring lea,lil' flip,lil' flip,lil flip,Lil' Flip,4Q5sPmM8j4SpMqL4UA1DtS,southern hip hop;crunk,spotify,l1,2004
lil' kim,lil' kim,lil' kim,lil kim,Lil' Kim,5tth2a3v0sWwV1C7bApBdX,east coast hip hop,spotify,artist,2005
lil' kim featuring 50 cent,lil' kim,lil' kim,lil kim,Lil' Kim,5tth2a3v0sWwV1C7bApBdX,east coast hip hop,spotify,l1,2003
"lil' kim featuring da brat, left eye, missy elliott & angie martinez",lil' kim,lil' kim,lil kim,Lil' Kim,5tth2a3v0sWwV1C7bApBdX,east coast hip hop,spotify,l1,1997
lil' kim featuring mr. cheeks,lil' kim,lil' kim,lil kim,Lil' Kim,5tth2a3v0sWwV1C7bApBdX,east coast hip hop,spotify,l1,2003
lil' kim featuring puff daddy,lil' kim,lil' kim,lil kim,Lil' Kim,5tth2a3v0sWwV1C7bApBdX,east coast hip hop,spotify,l1,1997
lil' kim featuring sisqo,lil' kim,lil' kim,lil kim,Lil' Kim,5tth2a3v0sWwV1C7bApBdX,east coast hip hop,spotify,l1,2001
lil' mo,lil' mo,lil' mo,lil mo,Lil' Mo,5wBDD4FNJvob5fAGkAIQ92,,none,artist,2000
lil' mo featuring fabolous,lil' mo,lil' mo,lil mo,Lil' Mo,5wBDD4FNJvob5fAGkAIQ92,,none,l1,2003
lil' romeo,lil' romeo,lil' romeo,lil romeo,Lil' Romeo,2AXQzJRDvlJrq0fiVAnRy8,,none,artist,2001
"lil' troy featuring yungsta, fat pat, lil' will, hawk, big t",lil' troy,lil' troy,lil troy,Lil' Troy,12mkoe71zJDWs4j0rCeXGR,southern hip hop,spotify,l1,1999
"lil' wayne featuring baby, mack 10 & mickey",lil' wayne,lil' wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l3,2001
lil' wayne featuring juvenile & b.g.,lil' wayne,lil' wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,rap;hip hop,spotify,l3,2000
lil' zane featuring 112,lil' zane,lil' zane,lil zane,Lil' Zane,61mwtI8FCpYa9G2NuThRhI,,none,l1,2000
lila mccann,lila mccann,lila mccann,lila mccann,Lila McCann,7F7zi7OcJYBOmSFZIYYFCR,,none,artist,1999
lillywood & robin schulz,lillywood & robin schulz,lillywood,lillywood,,,,none,,2015
lily allen,lily allen,lily allen,lily allen,Lily Allen,13saZpZnCDWOI9D4IJhp1f,,none,artist,2009
limahl,limahl,limahl,limahl,Limahl,7LTzUnZaptYfAFmvqW5M6D,synthpop,spotify,artist,1985
limited warranty,limited warranty,limited warranty,limited warranty,Limited Warranty,15jLGtk0k1p8hoyjd2satC,,none,artist,1986
limmie & family cookin',limmie & family cookin',limmie,limmie,Limmie & Family Cookin',0Kf6WxtCT2iZAnmNR8TD2w,northern soul;motown,spotify,artist,1973
limp bizkit,limp bizkit,limp bizkit,limp bizkit,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,nu metal;rap metal;alternative metal;rap rock,spotify,artist,2004
limp bizkit featuring method man,limp bizkit,limp bizkit,limp bizkit,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,nu metal;rap metal;alternative metal;rap rock,spotify,l1,2000
lin-manuel miranda & ben platt,lin-manuel miranda & ben platt,lin-manuel miranda,linmanuel miranda,Lin-Manuel Miranda,4aXXDj9aZnlshx7mzj3W1N,musicals,spotify,l2,2018
lin-manuel miranda featuring artists for puerto rico,lin-manuel miranda,lin-manuel miranda,linmanuel miranda,Lin-Manuel Miranda,4aXXDj9aZnlshx7mzj3W1N,musicals,spotify,l1,2017
lina santiago,lina santiago,lina santiago,lina santiago,Lina Santiago,1r2xQQhIstVJUF9vsYHg2y,freestyle,spotify,artist,1996
linda clifford,linda clifford,linda clifford,linda clifford,Linda Clifford,13t0iYAE8rLy2R94Ct00Tf,classic soul,spotify,artist,1980
linda jones,linda jones,linda jones,linda jones,Linda Jones,5a3nP205rKtWGNzRdiVyng,,none,artist,1972
linda laurie,linda laurie,linda laurie,linda laurie,Linda Laurie,0rHWgE7warZlNN1P8GRxhU,doo-wop,spotify,artist,1959
linda ronstadt,linda ronstadt,linda ronstadt,linda ronstadt,Linda Ronstadt,1sXbwvCQLGZnaH0Jp2HTVc,country rock;mariachi,spotify,artist,1983
linda ronstadt & james ingram,linda ronstadt & james ingram,linda ronstadt,linda ronstadt,Linda Ronstadt,1sXbwvCQLGZnaH0Jp2HTVc,country rock;mariachi,spotify,l2,1987
linda ronstadt & the nelson riddle orchestra,linda ronstadt & the nelson riddle orchestra,linda ronstadt,linda ronstadt,Linda Ronstadt,1sXbwvCQLGZnaH0Jp2HTVc,country rock;mariachi,spotify,l2,1984
linda ronstadt & the stone poneys,linda ronstadt & the stone poneys,linda ronstadt,linda ronstadt,Linda Ronstadt,1sXbwvCQLGZnaH0Jp2HTVc,country rock;mariachi,spotify,l2,1968
linda ronstadt (featuring aaron neville),linda ronstadt,linda ronstadt,linda ronstadt,Linda Ronstadt,1sXbwvCQLGZnaH0Jp2HTVc,country rock;mariachi,spotify,l1,1990
linda scott,linda scott,linda scott,linda scott,Linda Scott,7KjuI3MbOTaBH29yju4Lr4,,none,artist,1964
lindisfarne,lindisfarne,lindisfarne,lindisfarne,Lindisfarne,4AgFg0hHythyklEs4t7XKt,folk rock,spotify,artist,1978
lindsay lohan,lindsay lohan,lindsay lohan,lindsay lohan,Lindsay Lohan,4vRSocKbGh7PsQrYRDVMEF,,none,artist,2006
lindsey buckingham,lindsey buckingham,lindsey buckingham,lindsey buckingham,Lindsey Buckingham,3Dzj993UEz8Z5ovxuirzFO,,none,artist,1984
lindsey pavao,lindsey pavao,lindsey pavao,lindsey pavao,Lindsey Pavao,7Ggjp4QndrMqekks6yCFP4,,none,artist,2012
lindsey stirling,lindsey stirling,lindsey stirling,lindsey stirling,Lindsey Stirling,378dH6EszOLFShpRzAQkVM,,none,artist,2016
linear,linear,linear,linear,Linear,22i8GlNyvBRj7b93jmXWT7,funk melody;freestyle;miami bass,spotify,artist,1992
liner,liner,liner,liner,Liner,0KiYzTu5Ag1zzsKccOgA0c,,none,artist,1979
link,link,link,link,Link,7ciOB52Yfz0a3P8o5WIf0y,,none,artist,1998
link wray and the wraymen,link wray and the wraymen,link wray,link wray,Link Wray,2vQavlZtDA660mnZotYIto,surf rock;rockabilly;proto-punk;native american music;psychobilly,spotify,l2,1963
linkin park,linkin park,linkin park,linkin park,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,nu metal;rap metal;rock;alternative metal,spotify,artist,2024
linkin park featuring kiiara,linkin park,linkin park,linkin park,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,nu metal;rap metal;rock;alternative metal,spotify,l1,2017
